JA/AT-002,Japan - Honshu,Akita Prefecture,Moriyoshizan,1454,4770,140.5442,39.9768,140.5442,39.9768,8,3,01/07/2015,31/12/2099,0,,,
JA/AT-003,Japan - Honshu,Akita Prefecture,Toragesan,1433,4701,140.6188,38.9046,140.6188,38.9046,8,3,01/07/2015,31/12/2099,0,,,
JA/AT-004,Japan - Honshu,Akita Prefecture,JA/AT-004,1376,4514,140.7728,39.6102,140.7728,39.6102,8,3,01/07/2015,31/12/2099,0,,,
JA/AT-005,Japan - Honshu,Akita Prefecture,Yakeyama,1366,4482,140.7570,39.9638,140.7570,39.9638,8,3,01/07/2015,31/12/2099,0,,,
JA/AT-006,Japan - Honshu,Akita Prefecture,Kamurosan,1365,4478,140.4923,38.9023,140.4923,38.9023,8,3,01/07/2015,31/12/2099,0,,,
JA/AT-007,Japan - Honshu,Akita Prefecture,Takamatsudake,1348,4423,140.6063,38.9677,140.6063,38.9677,8,3,01/07/2015,31/12/2099,0,,,
JA/AT-008,Japan - Honshu,Akita Prefecture,JA/AT-008,1300,4265,140.7774,39.9002,140.7774,39.9002,8,3,01/07/2015,31/12/2099,0,,,
JA/AT-009,Japan - Honshu,Akita Prefecture,JA/AT-009,1254,4114,140.7308,39.8064,140.7308,39.8064,8,3,01/07/2015,31/12/2099,0,,,
JA/AT-010,Japan - Honshu,Akita Prefecture,Sanboukou,1222,4009,140.7605,40.0204,140.7605,40.0204,8,3,01/07/2015,31/12/2099,0,,,
JA/AT-011,Japan - Honshu,Akita Prefecture,JA/AT-011,1193,3914,140.5452,38.8928,140.5452,38.8928,8,3,01/07/2015,31/12/2099,0,,,
JA/AT-012,Japan - Honshu,Akita Prefecture,JA/AT-012,1189,3901,140.6188,38.9221,140.6188,38.9221,8,3,01/07/2015,31/12/2099,0,,,
JA/AT-013,Japan - Honshu,Akita Prefecture,JA/AT-013,1179,3868,140.4013,39.8358,140.4013,39.8358,8,3,01/07/2015,31/12/2099,0,,,
JA/AT-014,Japan - Honshu,Akita Prefecture,Tashirodake,1178,3865,140.4089,40.4285,140.4089,40.4285,8,3,01/07/2015,31/12/2099,0,,,
JA/AT-015,Japan - Honshu,Akita Prefecture,JA/AT-015,1177,3862,140.6951,39.5890,140.6951,39.5890,8,3,01/07/2015,31/12/2099,0,,,
JA/AT-016,Japan - Honshu,Akita Prefecture,Taiheizan,1170,3839,140.3107,39.7970,140.3107,39.7970,8,3,01/07/2015,31/12/2099,0,,,
JA/AT-017,Japan - Honshu,Akita Prefecture,JA/AT-017,1169,3835,140.7779,39.0387,140.7779,39.0387,8,3,01/07/2015,31/12/2099,0,,,
JA/AT-018,Japan - Honshu,Akita Prefecture,Daibutsudake,1167,3829,140.5156,39.8136,140.5156,39.8136,8,3,01/07/2015,31/12/2099,0,,,
JA/AT-019,Japan - Honshu,Akita Prefecture,JA/AT-019,1162,3812,140.7787,39.1948,140.7787,39.1948,8,3,01/07/2015,31/12/2099,0,,,
JA/AT-020,Japan - Honshu,Akita Prefecture,Komagatake,1158,3799,140.2511,40.4129,140.2511,40.4129,8,3,01/07/2015,31/12/2099,0,,,
JA/AT-021,Japan - Honshu,Akita Prefecture,Gonomiyadake,1115,3658,140.8459,40.1458,140.8459,40.1458,8,3,01/07/2015,31/12/2099,0,,,
JA/AT-022,Japan - Honshu,Akita Prefecture,JA/AT-022,1098,3602,140.2534,40.4415,140.2534,40.4415,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-023,Japan - Honshu,Akita Prefecture,Futatsumori,1087,3566,140.1179,40.4351,140.1179,40.4351,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-024,Japan - Honshu,Akita Prefecture,JA/AT-024,1083,3553,140.7036,39.0265,140.7036,39.0265,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-025,Japan - Honshu,Akita Prefecture,JA/AT-025,1067,3501,140.3552,39.8255,140.3552,39.8255,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-026,Japan - Honshu,Akita Prefecture,JA/AT-026,1059,3474,140.5071,39.7294,140.5071,39.7294,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-027,Japan - Honshu,Akita Prefecture,Ryuugamori,1050,3445,140.5996,40.1039,140.5996,40.1039,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-028,Japan - Honshu,Akita Prefecture,Kodake,1043,3422,140.1978,40.4328,140.1978,40.4328,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-029,Japan - Honshu,Akita Prefecture,JA/AT-029,1039,3409,140.1075,40.4161,140.1075,40.4161,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-030,Japan - Honshu,Akita Prefecture,Shirojiyama,1034,3392,140.7882,40.4472,140.7882,40.4472,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-031,Japan - Honshu,Akita Prefecture,JA/AT-031,1033,3389,140.4675,39.7872,140.4675,39.7872,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-032,Japan - Honshu,Akita Prefecture,JA/AT-032,1026,3366,140.8157,39.6909,140.8157,39.6909,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-033,Japan - Honshu,Akita Prefecture,JA/AT-033,1016,3333,140.6341,39.9308,140.6341,39.9308,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-034,Japan - Honshu,Akita Prefecture,JA/AT-034,1015,3330,140.7402,39.0205,140.7402,39.0205,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-035,Japan - Honshu,Akita Prefecture,JA/AT-035,1008,3307,140.1919,39.0816,140.1919,39.0816,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-036,Japan - Honshu,Akita Prefecture,JA/AT-036,1004,3294,140.5208,39.0209,140.5208,39.0209,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-037,Japan - Honshu,Akita Prefecture,Masedake,988,3241,140.0835,40.4623,140.0835,40.4623,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-038,Japan - Honshu,Akita Prefecture,JA/AT-038,963,3159,140.1562,40.3741,140.1562,40.3741,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-039,Japan - Honshu,Akita Prefecture,JA/AT-039,961,3153,140.2823,40.4233,140.2823,40.4233,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-040,Japan - Honshu,Akita Prefecture,JA/AT-040,961,3153,140.3779,40.4765,140.3779,40.4765,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-041,Japan - Honshu,Akita Prefecture,JA/AT-041,954,3130,140.4055,39.0038,140.4055,39.0038,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-042,Japan - Honshu,Akita Prefecture,JA/AT-042,946,3104,140.1907,40.3716,140.1907,40.3716,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-043,Japan - Honshu,Akita Prefecture,JA/AT-043,927,3041,140.3419,39.0839,140.3419,39.0839,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-044,Japan - Honshu,Akita Prefecture,JA/AT-044,920,3018,140.3427,39.0456,140.3427,39.0456,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-045,Japan - Honshu,Akita Prefecture,JA/AT-045,920,3018,140.7687,39.6832,140.7687,39.6832,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-046,Japan - Honshu,Akita Prefecture,Hachimori,905,2969,140.8180,40.1092,140.8180,40.1092,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-047,Japan - Honshu,Akita Prefecture,JA/AT-047,891,2923,140.4793,40.4393,140.4793,40.4393,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-048,Japan - Honshu,Akita Prefecture,JA/AT-048,859,2818,140.6614,39.8657,140.6614,39.8657,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-049,Japan - Honshu,Akita Prefecture,JA/AT-049,857,2812,140.5207,39.8831,140.5207,39.8831,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-050,Japan - Honshu,Akita Prefecture,JA/AT-050,857,2812,140.4074,39.7686,140.4074,39.7686,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-051,Japan - Honshu,Akita Prefecture,JA/AT-051,853,2799,140.2927,40.3811,140.2927,40.3811,6,0,01/07/2015,31/12/2099,0,,,
JA/AT-052,Japan - Honshu,Akita Prefecture,JA/AT-052,837,2746,140.5778,40.1304,140.5778,40.1304,4,0,01/07/2015,31/12/2099,0,,,
JA/AT-053,Japan - Honshu,Akita Prefecture,JA/AT-053,835,2740,140.3616,39.9364,140.3616,39.9364,4,0,01/07/2015,31/12/2099,0,,,
JA/AT-054,Japan - Honshu,Akita Prefecture,JA/AT-054,820,2690,140.5621,40.4271,140.5621,40.4271,4,0,01/07/2015,31/12/2099,0,,,
