code,region,pref,addr,name,elevation,feet,lng,lat,lat2,lng2,point,num,dates,expire,last,call,sname,selevation,sdiff,slng,slat,gsi
JA/IT-U-QM09kf26,"Japan - Honshu",Iwate,JA/IT-U-QM09kf26,941.1,3087.6,140.8512222,39.23588889,140.8512222,39.23588889,39.23588889,"","","","","","",Saddle-U-QM09kf26,758.4,182.7,140.8528889,39.23277778,http://maps.gsi.go.jp/#15/39.23588889/140.8512222
JA/IT-U-QM09kf55,"Japan - Honshu",Iwate,JA/IT-U-QM09kf55,1097.8,3601.7,140.8818889,39.23,140.8818889,39.23,39.23,"","","","","","",Saddle-U-QM09kf55,937.8,160,140.8763333,39.22466667,http://maps.gsi.go.jp/#15/39.23/140.8818889
JA/IT-U-QM09kf99,"Japan - Honshu",Iwate,JA/IT-U-QM09kf99,913.1,2995.7,140.915,39.24744444,140.915,39.24744444,39.24744444,"","","","","","",Saddle-U-QM09kf99,669.5,243.6,140.907,39.24655556,http://maps.gsi.go.jp/#15/39.24744444/140.915
JA/IT-U-QM09kg29,"Japan - Honshu",Iwate,JA/IT-U-QM09kg29,515.9,1692.6,140.8557778,39.28833333,140.8557778,39.28833333,39.28833333,"","","","","","",Saddle-U-QM09kg29,327.2,188.7,140.8551111,39.28155556,http://maps.gsi.go.jp/#15/39.28833333/140.8557778
JA/IT-U-QM09kk99,"Japan - Honshu",Iwate,JA/IT-U-QM09kk99,964.4,3164,140.9127778,39.45488889,140.9127778,39.45488889,39.45488889,"","","","","","",Saddle-U-QM09kk99,472,492.4,140.8513333,39.58344444,http://maps.gsi.go.jp/#15/39.45488889/140.9127778
JA/IT-U-QM09kp46,"Japan - Honshu",Iwate,JA/IT-U-QM09kp46,683.7,2243.1,140.8721111,39.65188888,140.8721111,39.65188888,39.65188888,"","","","","","",Saddle-U-QM09kp46,461.6,222.1,140.8586667,39.61722221,http://maps.gsi.go.jp/#15/39.65188888/140.8721111
JA/IT-U-QM09ks68,"Japan - Honshu",Iwate,JA/IT-U-QM09ks68,1413.1,4636.1,140.89,39.78677777,140.89,39.78677777,39.78677777,"","","","","","",Saddle-U-QM09ks68,1162.5,250.6,140.8784444,39.79044444,http://maps.gsi.go.jp/#15/39.78677777/140.89
JA/IT-U-QM09kt81,"Japan - Honshu",Iwate,JA/IT-U-QM09kt81,1234,4048.5,140.9027778,39.79899999,140.9027778,39.79899999,39.79899999,"","","","","","",Saddle-U-QM09kt81,1081.2,152.8,140.8947778,39.79788888,http://maps.gsi.go.jp/#15/39.79899999/140.9027778
JA/IT-U-QM09lj25,"Japan - Honshu",Iwate,JA/IT-U-QM09lj25,753.7,2472.7,140.9366667,39.39633333,140.9366667,39.39633333,39.39633333,"","","","","","",Saddle-U-QM09lj25,577.7,176,140.9332222,39.413,http://maps.gsi.go.jp/#15/39.39633333/140.9366667
JA/IT-U-QM09lm57,"Japan - Honshu",Iwate,JA/IT-U-QM09lm57,830.9,2726,140.961,39.53144444,140.961,39.53144444,39.53144444,"","","","","","",Saddle-U-QM09lm57,669.7,161.2,140.9653333,39.55488888,http://maps.gsi.go.jp/#15/39.53144444/140.961
JA/IT-U-QM09lm89,"Japan - Honshu",Iwate,JA/IT-U-QM09lm89,772.7,2535.1,140.9895556,39.53933332,140.9895556,39.53933332,39.53933332,"","","","","","",Saddle-U-QM09lm89,613.4,159.3,140.9842222,39.5431111,http://maps.gsi.go.jp/#15/39.53933332/140.9895556
JA/IT-U-QM09lx44,"Japan - Honshu",Iwate,JA/IT-U-QM09lx44,1303.4,4276.2,140.9582222,39.97766666,140.9582222,39.97766666,39.97766666,"","","","","","",Saddle-U-QM09lx44,1147.8,155.6,140.9491111,39.97733333,http://maps.gsi.go.jp/#15/39.97766666/140.9582222
JA/IT-U-QM09ml01,"Japan - Honshu",Iwate,JA/IT-U-QM09ml01,543.5,1783.1,141.0035556,39.46655556,141.0035556,39.46655556,39.46655556,"","","","","","",Saddle-U-QM09ml01,384.2,159.3,141.0046667,39.47488889,http://maps.gsi.go.jp/#15/39.46655555/141.0035556
JA/IT-U-QM09mm31,"Japan - Honshu",Iwate,JA/IT-U-QM09mm31,686.8,2253.3,141.0311111,39.50577777,141.0311111,39.50577777,39.50577777,"","","","","","",Saddle-U-QM09mm31,536.3,150.5,141.0091111,39.50944444,http://maps.gsi.go.jp/#15/39.50577777/141.0311111
JA/IT-U-QM09mm85,"Japan - Honshu",Iwate,JA/IT-U-QM09mm85,570.2,1870.7,141.0744444,39.52244444,141.0744444,39.52244444,39.52244444,"","","","","","",Saddle-U-QM09mm85,413.1,157.1,141.0551111,39.52799999,http://maps.gsi.go.jp/#15/39.52244444/141.0744444
JA/IT-U-QM09mp52,"Japan - Honshu",Iwate,JA/IT-U-QM09mp52,781.3,2563.3,141.0417778,39.63566666,141.0417778,39.63566666,39.63566666,"","","","","","",Saddle-U-QM09mp52,617,164.3,141.0464444,39.63677777,http://maps.gsi.go.jp/#15/39.63566666/141.0417778
JA/IT-U-QM09og26,"Japan - Honshu",Iwate,JA/IT-U-QM09og26,357.6,1173.2,141.1894444,39.276,141.1894444,39.276,39.276,"","","","","","",Saddle-U-QM09og26,149,208.6,141.1834444,39.31177778,http://maps.gsi.go.jp/#15/39.276/141.1894444
JA/IT-U-QM09oh84,"Japan - Honshu",Iwate,JA/IT-U-QM09oh84,432.5,1418.9,141.2397778,39.30844444,141.2397778,39.30844444,39.30844444,"","","","","","",Saddle-U-QM09oh84,259.1,173.4,141.2565556,39.31122222,http://maps.gsi.go.jp/#15/39.30844444/141.2397778
JA/IT-U-QM09pa01,"Japan - Honshu",Iwate,JA/IT-U-QM09pa01,250,820.2,141.2534444,39.00666667,141.2534444,39.00666667,39.00666667,"","","","","","",Saddle-U-QM09pa01,91.9,158.1,141.2531111,39.01555556,http://maps.gsi.go.jp/#15/39.00666667/141.2534444
JA/IT-U-QM09pj40,"Japan - Honshu",Iwate,JA/IT-U-QM09pj40,531.4,1743.4,141.2883333,39.377,141.2883333,39.377,39.377,"","","","","","",Saddle-U-QM09pj40,378.3,153.1,141.3022222,39.38844444,http://maps.gsi.go.jp/#15/39.377/141.2883333
JA/IT-U-QM09pn87,"Japan - Honshu",Iwate,JA/IT-U-QM09pn87,907.7,2978,141.3181111,39.57444444,141.3181111,39.57444444,39.57444444,"","","","","","",Saddle-U-QM09pn87,741.7,166,141.3247778,39.5711111,http://maps.gsi.go.jp/#15/39.57444444/141.3181111
JA/IT-U-QM09pp57,"Japan - Honshu",Iwate,JA/IT-U-QM09pp57,700.3,2297.5,141.2961111,39.65477777,141.2961111,39.65477777,39.65477777,"","","","","","",Saddle-U-QM09pp57,542.9,157.4,141.3044444,39.6471111,http://maps.gsi.go.jp/#15/39.65477777/141.2961111
JA/IT-U-QM09qi90,"Japan - Honshu",Iwate,JA/IT-U-QM09qi90,864.7,2836.9,141.4128889,39.33422222,141.4128889,39.33422222,39.33422222,"","","","","","",Saddle-U-QM09qi90,467.1,397.6,141.424,39.35411111,http://maps.gsi.go.jp/#15/39.33422222/141.4128889
JA/IT-U-QM09qk39,"Japan - Honshu",Iwate,JA/IT-U-QM09qk39,572.3,1877.6,141.3594444,39.45833333,141.3594444,39.45833333,39.45833333,"","","","","","",Saddle-U-QM09qk39,408.7,163.6,141.3685556,39.46111111,http://maps.gsi.go.jp/#15/39.45833333/141.3594444
JA/IT-U-QM09ql65,"Japan - Honshu",Iwate,JA/IT-U-QM09ql65,920.1,3018.7,141.3891111,39.47955555,141.3891111,39.47955555,39.47955555,"","","","","","",Saddle-U-QM09ql65,757.9,162.2,141.4025556,39.48166667,http://maps.gsi.go.jp/#15/39.47955555/141.3891111
JA/IT-U-QM09qn21,"Japan - Honshu",Iwate,JA/IT-U-QM09qn21,681.3,2235.2,141.3528889,39.54688888,141.3528889,39.54688888,39.54688888,"","","","","","",Saddle-U-QM09qn21,507.3,174,141.3565556,39.55144444,http://maps.gsi.go.jp/#15/39.54688888/141.3528889
JA/IT-U-QM09qq73,"Japan - Honshu",Iwate,JA/IT-U-QM09qq73,1173.4,3849.7,141.3962222,39.68155555,141.3962222,39.68155555,39.68155555,"","","","","","",Saddle-U-QM09qq73,1021.6,151.8,141.4032222,39.68677777,http://maps.gsi.go.jp/#15/39.68155555/141.3962222
JA/IT-U-QM09rk46,"Japan - Honshu",Iwate,JA/IT-U-QM09rk46,1040.1,3412.4,141.4541111,39.442,141.4541111,39.442,39.442,"","","","","","",Saddle-U-QM09rk46,888.1,152,141.441,39.45622222,http://maps.gsi.go.jp/#15/39.442/141.4541111
JA/IT-U-QM09rm32,"Japan - Honshu",Iwate,JA/IT-U-QM09rm32,1336.4,4384.5,141.4458889,39.51055555,141.4458889,39.51055555,39.51055555,"","","","","","",Saddle-U-QM09rm32,1175.2,161.2,141.4494444,39.51899999,http://maps.gsi.go.jp/#15/39.51055555/141.4458889
JA/IT-U-QM09rs01,"Japan - Honshu",Iwate,JA/IT-U-QM09rs01,1253.5,4112.5,141.4226667,39.75622222,141.4226667,39.75622222,39.75622222,"","","","","","",Saddle-U-QM09rs01,1073.3,180.2,141.4011111,39.73966666,http://maps.gsi.go.jp/#15/39.75622222/141.4226667
JA/IT-U-QM09sb23,"Japan - Honshu",Iwate,JA/IT-U-QM09sb23,481.1,1578.4,141.5201111,39.05522222,141.5201111,39.05522222,39.05522222,"","","","","","",Saddle-U-QM09sb23,327.8,153.3,141.5238889,39.05666667,http://maps.gsi.go.jp/#15/39.05522222/141.5201111
JA/IT-U-QM09sc22,"Japan - Honshu",Iwate,JA/IT-U-QM09sc22,732.4,2402.9,141.5242222,39.09566667,141.5242222,39.09566667,39.09566667,"","","","","","",Saddle-U-QM09sc22,562.7,169.7,141.5003333,39.11155556,http://maps.gsi.go.jp/#15/39.09566667/141.5242222
JA/IT-U-QM09sw46,"Japan - Honshu",Iwate,JA/IT-U-QM09sw46,791.7,2597.4,141.5365556,39.94388888,141.5365556,39.94388888,39.94388888,"","","","","","",Saddle-U-QM09sw46,641.3,150.4,141.5441111,39.94811111,http://maps.gsi.go.jp/#15/39.94388888/141.5365556
JA/IT-U-QM09td69,"Japan - Honshu",Iwate,JA/IT-U-QM09td69,652,2139.1,141.6356667,39.16566667,141.6356667,39.16566667,39.16566667,"","","","","","",Saddle-U-QM09td69,457.4,194.6,141.6421111,39.17233333,http://maps.gsi.go.jp/#15/39.16566667/141.6356667
JA/IT-U-QM09tg40,"Japan - Honshu",Iwate,JA/IT-U-QM09tg40,743.1,2438,141.6207778,39.25111111,141.6207778,39.25111111,39.25111111,"","","","","","",Saddle-U-QM09tg40,586.3,156.8,141.6363333,39.25144444,http://maps.gsi.go.jp/#15/39.25111111/141.6207778
JA/IT-U-QM09tk99,"Japan - Honshu",Iwate,JA/IT-U-QM09tk99,1028,3372.7,141.6594444,39.45677778,141.6594444,39.45677778,39.45677778,"","","","","","",Saddle-U-QM09tk99,877.7,150.3,141.6258889,39.46777778,http://maps.gsi.go.jp/#15/39.45677778/141.6594444
JA/IT-U-QM09tp56,"Japan - Honshu",Iwate,JA/IT-U-QM09tp56,912.9,2995,141.6277778,39.65055555,141.6277778,39.65055555,39.65055555,"","","","","","",Saddle-U-QM09tp56,702.7,210.2,141.6226667,39.66122221,http://maps.gsi.go.jp/#15/39.65055555/141.6277778
JA/IT-U-QM09tq82,"Japan - Honshu",Iwate,JA/IT-U-QM09tq82,1170.5,3840.2,141.6581111,39.67655555,141.6581111,39.67655555,39.67655555,"","","","","","",Saddle-U-QM09tq82,1012.5,158,141.6461111,39.67744444,http://maps.gsi.go.jp/#15/39.67655555/141.6581111
JA/IT-U-QM09ug34,"Japan - Honshu",Iwate,JA/IT-U-QM09ug34,1014.2,3327.4,141.6926667,39.26688889,141.6926667,39.26688889,39.26688889,"","","","","","",Saddle-U-QM09ug34,857.9,156.3,141.6977778,39.27466667,http://maps.gsi.go.jp/#15/39.26688889/141.6926667
JA/IT-U-QM09um71,"Japan - Honshu",Iwate,JA/IT-U-QM09um71,1138.5,3735.2,141.7273333,39.50755555,141.7273333,39.50755555,39.50755555,"","","","","","",Saddle-U-QM09um71,952.8,185.7,141.7355556,39.51055555,http://maps.gsi.go.jp/#15/39.50755555/141.7273333
JA/IT-U-QM09uv55,"Japan - Honshu",Iwate,JA/IT-U-QM09uv55,1001.4,3285.4,141.7111111,39.89822222,141.7111111,39.89822222,39.89822222,"","","","","","",Saddle-U-QM09uv55,841.3,160.1,141.7131111,39.90455555,http://maps.gsi.go.jp/#15/39.89822222/141.7111111
JA/IT-U-QM09ve62,"Japan - Honshu",Iwate,JA/IT-U-QM09ve62,774.8,2542,141.8078889,39.17888889,141.8078889,39.17888889,39.17888889,"","","","","","",Saddle-U-QM09ve62,623.1,151.7,141.7883333,39.18077778,http://maps.gsi.go.jp/#15/39.17888889/141.8078889
JA/IT-U-QM09vm14,"Japan - Honshu",Iwate,JA/IT-U-QM09vm14,1162.2,3812.9,141.7653333,39.51755555,141.7653333,39.51755555,39.51755555,"","","","","","",Saddle-U-QM09vm14,747.4,414.8,141.7035556,39.4901111,http://maps.gsi.go.jp/#15/39.51755555/141.7653333
JA/IT-U-QM09vo81,"Japan - Honshu",Iwate,JA/IT-U-QM09vo81,683.1,2241.1,141.8196667,39.58888888,141.8196667,39.58888888,39.58888888,"","","","","","",Saddle-U-QM09vo81,381.4,301.7,141.8141111,39.5821111,http://maps.gsi.go.jp/#15/39.58888888/141.8196667
JA/IT-U-QM09wd00,"Japan - Honshu",Iwate,JA/IT-U-QM09wd00,514,1686.3,141.8365556,39.125,141.8365556,39.125,39.125,"","","","","","",Saddle-U-QM09wd00,239,275,141.823,39.131,http://maps.gsi.go.jp/#15/39.125/141.8365556
JA/IT-U-QM09wh18,"Japan - Honshu",Iwate,JA/IT-U-QM09wh18,461.2,1513.1,141.844,39.32533333,141.844,39.32533333,39.32533333,"","","","","","",Saddle-U-QM09wh18,292.5,168.7,141.8357778,39.32655556,http://maps.gsi.go.jp/#15/39.32533333/141.844
JA/IT-U-QM09wh33,"Japan - Honshu",Iwate,JA/IT-U-QM09wh33,462.9,1518.7,141.8626667,39.307,141.8626667,39.307,39.307,"","","","","","",Saddle-U-QM09wh33,287.2,175.7,141.8537778,39.30522222,http://maps.gsi.go.jp/#15/39.307/141.8626667
JA/IT-U-QM09wj67,"Japan - Honshu",Iwate,JA/IT-U-QM09wj67,572,1876.6,141.8856667,39.40588889,141.8856667,39.40588889,39.40588889,"","","","","","",Saddle-U-QM09wj67,317.8,254.2,141.911,39.40111111,http://maps.gsi.go.jp/#15/39.40588889/141.8856667
JA/IT-U-QM09wj92,"Japan - Honshu",Iwate,JA/IT-U-QM09wj92,455.2,1493.4,141.9124444,39.38388889,141.9124444,39.38388889,39.38388889,"","","","","","",Saddle-U-QM09wj92,286.8,168.4,141.9073333,39.38966667,http://maps.gsi.go.jp/#15/39.38388889/141.9124444
JA/IT-U-QM09wn02,"Japan - Honshu",Iwate,JA/IT-U-QM09wn02,611.5,2006.2,141.8392222,39.55177777,141.8392222,39.55177777,39.55177777,"","","","","","",Saddle-U-QM09wn02,402.7,208.8,141.8322222,39.5501111,http://maps.gsi.go.jp/#15/39.55177777/141.8392222
JA/IT-U-QM09wn16,"Japan - Honshu",Iwate,JA/IT-U-QM09wn16,530,1738.8,141.844,39.56866666,141.844,39.56866666,39.56866666,"","","","","","",Saddle-U-QM09wn16,372.1,157.9,141.8357778,39.56666666,http://maps.gsi.go.jp/#15/39.56866666/141.844
JA/IT-U-QM09ws84,"Japan - Honshu",Iwate,JA/IT-U-QM09ws84,613.3,2012.1,141.9002222,39.76844444,141.9002222,39.76844444,39.76844444,"","","","","","",Saddle-U-QM09ws84,452.2,161.1,141.8851111,39.75399999,http://maps.gsi.go.jp/#15/39.76844444/141.9002222
JA/IT-U-QM09wu96,"Japan - Honshu",Iwate,JA/IT-U-QM09wu96,474.9,1558.1,141.9111111,39.86133333,141.9111111,39.86133333,39.86133333,"","","","","","",Saddle-U-QM09wu96,321.3,153.6,141.901,39.85922222,http://maps.gsi.go.jp/#15/39.86133333/141.9111111
JA/IT-U-QM09xf25,"Japan - Honshu",Iwate,JA/IT-U-QM09xf25,341.7,1121,141.9336667,39.23033333,141.9336667,39.23033333,39.23033333,"","","","","","",Saddle-U-QM09xf25,132.8,208.9,141.9212222,39.22944444,http://maps.gsi.go.jp/#15/39.23033333/141.9336667
JA/IT-U-QM09xh27,"Japan - Honshu",Iwate,JA/IT-U-QM09xh27,286.1,938.6,141.9356667,39.32111111,141.9356667,39.32111111,39.32111111,"","","","","","",Saddle-U-QM09xh27,132.3,153.8,141.9444444,39.32177778,http://maps.gsi.go.jp/#15/39.32111111/141.9356667
JA/IT-U-QM09xk94,"Japan - Honshu",Iwate,JA/IT-U-QM09xk94,320.3,1050.8,141.9964444,39.43388889,141.9964444,39.43388889,39.43388889,"","","","","","",Saddle-U-QM09xk94,28.3,292,142.0088889,39.43633333,http://maps.gsi.go.jp/#15/39.43388889/141.9964444
JA/IT-U-QM19al42,"Japan - Honshu",Iwate,JA/IT-U-QM19al42,513.5,1684.7,142.0361111,39.46833333,142.0361111,39.46833333,39.46833333,"","","","","","",Saddle-U-QM19al42,7.1,506.4,141.9776667,39.42922222,http://maps.gsi.go.jp/#15/39.46833333/142.0361111
JA/IT-U-QM19an61,"Japan - Honshu",Iwate,JA/IT-U-QM19an61,464.8,1524.9,142.056,39.54788888,142.056,39.54788888,39.54788888,"","","","","","",Saddle-U-QM19an61,167.2,297.6,142.0351111,39.54588888,http://maps.gsi.go.jp/#15/39.54788888/142.056
JA/IT-U-QM19ao08,"Japan - Honshu",Iwate,JA/IT-U-QM19ao08,454.5,1491.1,142.0051111,39.62077777,142.0051111,39.62077777,39.62077777,"","","","","","",Saddle-U-QM19ao08,206.7,247.8,142.0036667,39.60299999,http://maps.gsi.go.jp/#15/39.62077777/142.0051111
JA/IT-U-QN00kb92,"Japan - Honshu",Iwate,JA/IT-U-QN00kb92,1036,3398.9,140.9144444,40.05188888,140.9144444,40.05188888,40.05188888,"","","","","","",Saddle-U-QN00kb92,883.7,152.3,140.9251111,40.06077777,http://maps.gsi.go.jp/#15/40.05188888/140.9144444
JA/IT-U-QN00kc21,"Japan - Honshu",Iwate,JA/IT-U-QN00kc21,915.2,3002.6,140.8548889,40.091,140.8548889,40.091,40.091,"","","","","","",Saddle-U-QN00kc21,602.7,312.5,140.8534444,40.03555555,http://maps.gsi.go.jp/#15/40.091/140.8548889
JA/IT-U-QN00kd82,"Japan - Honshu",Iwate,JA/IT-U-QN00kd82,684.9,2247,140.9047778,40.13366666,140.9047778,40.13366666,40.13366666,"","","","","","",Saddle-U-QN00kd82,533.1,151.8,140.9053333,40.14022222,http://maps.gsi.go.jp/#15/40.13366666/140.9047778
JA/IT-U-QN00ld30,"Japan - Honshu",Iwate,JA/IT-U-QN00ld30,665.8,2184.4,140.9441111,40.12722222,140.9441111,40.12722222,40.12722222,"","","","","","",Saddle-U-QN00ld30,459.2,206.6,140.9476667,40.12222222,http://maps.gsi.go.jp/#15/40.12722222/140.9441111
JA/IT-U-QN00pf38,"Japan - Honshu",Iwate,JA/IT-U-QN00pf38,374,1227,141.2812222,40.24544444,141.2812222,40.24544444,40.24544444,"","","","","","",Saddle-U-QN00pf38,222.3,151.7,141.2874444,40.24866666,http://maps.gsi.go.jp/#15/40.24544444/141.2812222
JA/IT-U-QN00qc89,"Japan - Honshu",Iwate,JA/IT-U-QN00qc89,784.1,2572.5,141.4042222,40.12377777,141.4042222,40.12377777,40.12377777,"","","","","","",Saddle-U-QN00qc89,503,281.1,141.4458889,40.10111111,http://maps.gsi.go.jp/#15/40.12377777/141.4042222
JA/IT-U-QN00rb99,"Japan - Honshu",Iwate,JA/IT-U-QN00rb99,973.8,3194.8,141.4963333,40.08266666,141.4963333,40.08266666,40.08266666,"","","","","","",Saddle-U-QN00rb99,749,224.8,141.5091111,40.07933333,http://maps.gsi.go.jp/#15/40.08266666/141.4963333
JA/IT-U-QN00ta26,"Japan - Honshu",Iwate,JA/IT-U-QN00ta26,1175.5,3856.6,141.605,40.026,141.605,40.026,40.026,"","","","","","",Saddle-U-QN00ta26,1007.3,168.2,141.6321111,40.02022222,http://maps.gsi.go.jp/#15/40.026/141.605
JA/IT-U-QN00ua83,"Japan - Honshu",Iwate,JA/IT-U-QN00ua83,698.8,2292.6,141.7391111,40.01633333,141.7391111,40.01633333,40.01633333,"","","","","","",Saddle-U-QN00ua83,537.9,160.9,141.7291111,40.016,http://maps.gsi.go.jp/#15/40.01633333/141.7391111
JA/KN-001,"Japan - Honshu","Kanagawa Prefecture","Tanzawasan (Hirugatake)",1673,5489,139.1389,35.4863,139.1389,35.4863,10,3,01/07/2015,31/12/2099,2,10/01/2016,JI1TLL/1,"Saddle-Tanzawasan (Hirugatake)(JA/KN-001)",1061.4,611.1,139.0773333,35.49511111,http://maps.gsi.go.jp/#15/35.4863/139.1389
JA/KN-002,"Japan - Honshu","Kanagawa Prefecture",Hinokiboramaru,1602,5256,139.1027,35.4789,139.1027,35.4789,10,3,01/07/2015,31/12/2099,3,10/01/2016,JS1UEH/1,Saddle-Hinokiboramaru(JA/KN-002),1257.1,343.6,139.1207778,35.47722222,http://maps.gsi.go.jp/#15/35.4789/139.1027
JA/KN-003,"Japan - Honshu","Kanagawa Prefecture",Oomuroyama,1588,5210,139.0686,35.511,139.0686,35.511,10,3,01/07/2015,31/12/2099,1,26/09/2015,JH0CJH/1,Saddle-Oomuroyama(JA/KN-003),1122.8,463.6,139.0248889,35.48122222,http://maps.gsi.go.jp/#15/35.5110/139.0686
JA/KN-004,"Japan - Honshu","Kanagawa Prefecture","Hakoneyama (Kamiyama)",1438,4718,139.0209,35.2334,139.0209,35.2334,8,3,01/07/2015,31/12/2099,0,"","","Saddle-Hakoneyama (Kamiyama)(JA/KN-004)",446.3,991.1,138.9408889,35.29388889,http://maps.gsi.go.jp/#15/35.2334/139.0209
JA/KN-005,"Japan - Honshu","Kanagawa Prefecture",Komotsurushiyama,1379,4524,138.9785,35.4637,138.9785,35.4637,8,3,01/07/2015,31/12/2099,1,29/11/2015,JH0CJH/1,Saddle-Komotsurushiyama(JA/KN-005),1141.9,233.6,138.9318889,35.45188889,http://maps.gsi.go.jp/#15/35.4637/138.9785
JA/KN-006,"Japan - Honshu","Kanagawa Prefecture",Ooyama,1252,4108,139.2312,35.4408,139.2312,35.4408,8,3,01/07/2015,31/12/2099,10,28/01/2016,JH1EWV,Saddle-Ooyama(JA/KN-006),751.3,500.5,139.2078889,35.42733334,http://maps.gsi.go.jp/#15/35.4408/139.2312
JA/KN-007,"Japan - Honshu","Kanagawa Prefecture","Hakoneyama (Kintokizan)",1213,3980,139.0049,35.2897,139.0049,35.2897,8,3,01/07/2015,31/12/2099,2,29/11/2015,JI1IHV/2,"Saddle-Hakoneyama (Kintokizan)(JA/KN-007)",788.3,423.7,139.0356667,35.20577778,http://maps.gsi.go.jp/#15/35.2897/139.0049
JA/KN-009,"Japan - Honshu","Kanagawa Prefecture",Myoujingatake,1169,3835,139.0525,35.2795,139.0525,35.2795,8,3,01/07/2015,31/12/2099,5,16/01/2016,8N0A/1,Saddle-Myoujingatake(JA/KN-009),867.5,300.6,139.0117778,35.28233334,http://maps.gsi.go.jp/#15/35.2795/139.0525
JA/KN-010,"Japan - Honshu","Kanagawa Prefecture",Mikuniyama,1102,3615,138.9841,35.2159,138.9841,35.2159,8,3,01/07/2015,31/12/2099,4,23/01/2016,JI1IHV/2,Saddle-Mikuniyama(JA/KN-010),853.1,248.5,138.9787778,35.23055556,http://maps.gsi.go.jp/#15/35.2159/138.9841
JA/KN-011,"Japan - Honshu","Kanagawa Prefecture",Uefutagosan,1099,3606,139.0419,35.2147,139.0419,35.2147,6,0,01/07/2015,31/12/2099,1,04/10/2015,JI1IHV/1,Saddle-Uefutagosan(JA/KN-011),877.5,221.5,139.0386667,35.21755556,http://maps.gsi.go.jp/#15/35.2147/139.0419
JA/KN-012,"Japan - Honshu","Kanagawa Prefecture",Gongenyama,1019,3343,139.0253,35.4306,139.0253,35.4306,6,0,01/07/2015,31/12/2099,1,12/12/2015,JL1BWG,Saddle-Gongenyama(JA/KN-012),747.9,269.8,139.0254444,35.439,http://maps.gsi.go.jp/#15/35.4306/139.0253
JA/KN-013,"Japan - Honshu","Kanagawa Prefecture",Ifujisan,1019,3343,139.1363,35.6723,139.1363,35.6723,6,0,01/07/2015,31/12/2099,2,20/12/2015,JK1NRL/1,Saddle-Ifujisan(JA/KN-013),821.7,194.7,139.1033333,35.69155556,http://maps.gsi.go.jp/#15/35.6723/139.1363
JA/KN-014,"Japan - Honshu","Kanagawa Prefecture",Daikanzan,1012,3320,139.0461,35.1831,139.0461,35.1831,6,0,01/07/2015,31/12/2099,1,26/09/2015,JI1IHV/1,Saddle-Daikanzan(JA/KN-014),847.6,164.1,139.0136667,35.18077778,http://maps.gsi.go.jp/#15/35.1831/139.0461
JA/KN-015,"Japan - Honshu","Kanagawa Prefecture",Furousan,928,3045,139.0031,35.3997,139.0031,35.3997,6,0,01/07/2015,31/12/2099,1,18/10/2015,JI1IKC/1,Saddle-Furousan(JA/KN-015),707.4,220.1,138.9933333,35.40344445,http://maps.gsi.go.jp/#15/35.3997/139.0031
JA/KN-016,"Japan - Honshu","Kanagawa Prefecture",Yaguradake,870,2854,139.0354,35.3286,139.0354,35.3286,6,0,01/07/2015,31/12/2099,4,21/01/2016,JL1BWG/1,Saddle-Yaguradake(JA/KN-016),652,217,139.0282222,35.332,http://maps.gsi.go.jp/#15/35.3286/139.0354
JA/KN-017,"Japan - Honshu","Kanagawa Prefecture",Bukkasan,747,2451,139.2581,35.5206,139.2581,35.5206,4,0,01/07/2015,31/12/2099,8,31/01/2016,JF1NDT/1,Saddle-Bukkasan(JA/KN-017),297.9,446.9,139.2563333,35.50377778,http://maps.gsi.go.jp/#15/35.5206/139.2581
JA/KN-018,"Japan - Honshu","Kanagawa Prefecture",Sekirouzan,702,2303,139.1906,35.5852,139.1906,35.5852,4,0,01/07/2015,31/12/2099,7,24/01/2016,JH1EWV,Saddle-Sekirouzan(JA/KN-018),371.7,329.6,139.1512222,35.56188889,http://maps.gsi.go.jp/#15/35.5852/139.1906
JA/KN-019,"Japan - Honshu","Kanagawa Prefecture",Sendoujiyama,583,1913,139.2254,35.5616,139.2254,35.5616,2,0,01/07/2015,31/12/2099,3,02/01/2016,JJ1SWI/1,Saddle-Sendoujiyama(JA/KN-019),318.1,264.2,139.2111111,35.55511111,http://maps.gsi.go.jp/#15/35.5616/139.2254
JA/KN-020,"Japan - Honshu","Kanagawa Prefecture",JA/KN-020,569,1867,139.2357,35.5457,139.2357,35.5457,2,0,01/07/2015,31/12/2099,7,16/01/2016,JJ1SWI/1,Saddle-JA/KN-020(JA/KN-020),321.1,246.8,139.2201111,35.53822222,http://maps.gsi.go.jp/#15/35.5457/139.2357
JA/KN-021,"Japan - Honshu","Kanagawa Prefecture",JA/KN-021,429,1407,139.2741,35.5566,139.2741,35.5566,1,0,01/07/2015,31/12/2099,9,23/01/2016,JH1EWV,Saddle-JA/KN-021(JA/KN-021),233.9,194.4,139.2628889,35.55311111,http://maps.gsi.go.jp/#15/35.5566/139.2741
JA/KN-022,"Japan - Honshu","Kanagawa Prefecture",Shiroyama,375,1230,139.2787,35.5831,139.2787,35.5831,1,0,01/07/2015,31/12/2099,10,09/01/2016,JJ1SWI/1,Saddle-Shiroyama(JA/KN-022),197.5,176.6,139.2727778,35.58022222,http://maps.gsi.go.jp/#15/35.5831/139.2787
