code,region,pref,addr,name,elevation,feet,lng,lat,lat2,lng2,point,num,dates,expire,last,call,sname,selevation,sdiff,slng,slat,gsi
(Missing)JA/AC-015,"Japan - Honshu","Aichi Prefecture",JA/AC-015,865,2838,137.4794,35.2246,137.4794,35.2246,6,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/AC-015(JA/AC-015),752.5,112.1,137.4761111,35.21877778,http://maps.gsi.go.jp/#15/35.2246/137.4794
(Missing)JA/AC-030,"Japan - Honshu","Aichi Prefecture",JA/AC-030,477,1565,137.3541,34.9136,137.3541,34.9136,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/AC-030(JA/AC-030),452.5,23,137.3535556,34.91233333,http://maps.gsi.go.jp/#15/34.9136/137.3541
(Missing)JA/AC-036,"Japan - Honshu","Aichi Prefecture",JA/AC-036,330,1083,137.1574,34.8132,137.1574,34.8132,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/AC-036(JA/AC-036),311.7,29.5,137.1525556,34.81288889,http://maps.gsi.go.jp/#15/34.8132/137.1574
(Missing)JA/AM-006,"Japan - Honshu","Aomori Prefecture",JA/AM-006,1050,3445,140.3273,40.4814,140.3273,40.4814,6,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/AM-006(JA/AM-006),957.6,87.1,140.3225556,40.48088889,http://maps.gsi.go.jp/#15/40.4814/140.3273
(Missing)JA/AM-008,"Japan - Honshu","Aomori Prefecture",JA/AM-008,1020,3346,140.9988,40.7032,140.9988,40.7032,6,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/AM-008(JA/AM-008),984.2,35.9,140.9986667,40.70055556,http://maps.gsi.go.jp/#15/40.7032/140.9988
(Missing)JA/AM-019,"Japan - Honshu","Aomori Prefecture",JA/AM-019,879,2884,140.1476,40.6059,140.1476,40.6059,6,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/AM-019(JA/AM-019),862.9,11.8,140.1462222,40.60611112,http://maps.gsi.go.jp/#15/40.6059/140.1476
(Missing)JA/AM-024,"Japan - Honshu","Aomori Prefecture",JA/AM-024,829,2720,140.164,40.5407,140.164,40.5407,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/AM-024(JA/AM-024),782.8,45.3,140.164,40.54233334,http://maps.gsi.go.jp/#15/40.5407/140.1640
(Missing)JA/AM-042,"Japan - Honshu","Aomori Prefecture",Hakamagoshidake,708,2323,140.5793,41.168,140.5793,41.168,4,0,01/07/2015,31/12/2099,0,"","",Saddle-Hakamagoshidake(JA/AM-042),692.9,10.1,140.5792222,41.16844445,http://maps.gsi.go.jp/#15/41.1680/140.5793
(Missing)JA/AT-023,"Japan - Honshu","Akita Prefecture",Futatsumori,1087,3566,140.1179,40.4351,140.1179,40.4351,6,0,01/07/2015,31/12/2099,0,"","",Saddle-Futatsumori(JA/AT-023),1072.6,8.6,140.1194444,40.43544444,http://maps.gsi.go.jp/#15/40.4351/140.1179
(Missing)JA/AT-046,"Japan - Honshu","Akita Prefecture",Hachimori,905,2969,140.818,40.1092,140.818,40.1092,6,0,01/07/2015,31/12/2099,0,"","",Saddle-Hachimori(JA/AT-046),886.2,16.1,140.8182222,40.11066666,http://maps.gsi.go.jp/#15/40.1092/140.8180
(Missing)JA/AT-048,"Japan - Honshu","Akita Prefecture",JA/AT-048,859,2818,140.6614,39.8657,140.6614,39.8657,6,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/AT-048(JA/AT-048),756.6,95.5,140.659,39.86788888,http://maps.gsi.go.jp/#15/39.8657/140.6614
(Missing)JA/AT-050,"Japan - Honshu","Akita Prefecture",JA/AT-050,857,2812,140.4074,39.7686,140.4074,39.7686,6,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/AT-050(JA/AT-050),847.1,8.8,140.4062222,39.76922222,http://maps.gsi.go.jp/#15/39.7686/140.4074
(Missing)JA/AT-054,"Japan - Honshu","Akita Prefecture",JA/AT-054,820,2690,140.5621,40.4271,140.5621,40.4271,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/AT-054(JA/AT-054),802.3,17.3,140.5592222,40.42588889,http://maps.gsi.go.jp/#15/40.4271/140.5621
(Missing)JA/AT-074,"Japan - Honshu","Akita Prefecture",JA/AT-074,710,2329,140.4478,39.9687,140.4478,39.9687,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/AT-074(JA/AT-074),703.1,7.6,140.4483333,39.96833333,http://maps.gsi.go.jp/#15/39.9687/140.4478
(Missing)JA/AT-090,"Japan - Honshu","Akita Prefecture",JA/AT-090,623,2044,140.7443,40.1513,140.7443,40.1513,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/AT-090(JA/AT-090),597.5,24.7,140.7452222,40.15244444,http://maps.gsi.go.jp/#15/40.1513/140.7443
(Missing)JA/AT-114,"Japan - Honshu","Akita Prefecture",JA/AT-114,474,1555,140.3524,39.208,140.3524,39.208,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/AT-114(JA/AT-114),442,31,140.3534444,39.20633333,http://maps.gsi.go.jp/#15/39.2080/140.3524
(Missing)JA/AT-118,"Japan - Honshu","Akita Prefecture",JA/AT-118,444,1457,140.4708,40.2208,140.4708,40.2208,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/AT-118(JA/AT-118),426.8,16.6,140.4701111,40.22177777,http://maps.gsi.go.jp/#15/40.2208/140.4708
(Missing)JA/AT-124,"Japan - Honshu","Akita Prefecture",JA/AT-124,412,1352,140.3553,39.2969,140.3553,39.2969,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/AT-124(JA/AT-124),362.3,49.3,140.3513333,39.29644444,http://maps.gsi.go.jp/#15/39.2969/140.3553
(Missing)JA/AT-127,"Japan - Honshu","Akita Prefecture",JA/AT-127,402,1319,140.5905,39.2707,140.5905,39.2707,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/AT-127(JA/AT-127),387.6,14.7,140.5915556,39.26866667,http://maps.gsi.go.jp/#15/39.2707/140.5905
(Missing)JA/AT-134,"Japan - Honshu","Akita Prefecture",JA/AT-135,359,1178,140.1498,39.5033,140.1498,39.5033,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/AT-135(JA/AT-134),247.5,107.3,140.1583333,39.49277777,http://maps.gsi.go.jp/#15/39.5033/140.1498
(Missing)JA/FI-012,"Japan - Honshu","Fukui Prefecture",JA/FI-012,1286,4219,136.6253,35.8472,136.6253,35.8472,8,3,01/07/2015,31/12/2099,0,"","",Saddle-JA/FI-012(JA/FI-012),1273.3,10.5,136.6245556,35.84755555,http://maps.gsi.go.jp/#15/35.8472/136.6253
(Missing)JA/FI-053,"Japan - Honshu","Fukui Prefecture",JA/FI-053,662,2172,136.1601,35.5882,136.1601,35.5882,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/FI-053(JA/FI-053),652.3,9.5,136.1613333,35.58833333,http://maps.gsi.go.jp/#15/35.5882/136.1601
(Missing)JA/FI-055,"Japan - Honshu","Fukui Prefecture",JA/FI-055,652,2139,136.3469,35.8662,136.3469,35.8662,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/FI-055(JA/FI-055),613.1,37.7,136.347,35.86511111,http://maps.gsi.go.jp/#15/35.8662/136.3469
(Missing)JA/FI-081,"Japan - Honshu","Fukui Prefecture",JA/FI-081,331,1086,135.9525,35.6208,135.9525,35.6208,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/FI-081(JA/FI-081),323.1,7.3,135.9523333,35.62022222,http://maps.gsi.go.jp/#15/35.6208/135.9525
(Missing)JA/FS-005,"Japan - Honshu","Fukushima Prefecture",JA/FS-005,1931,6335,140.1857,37.7156,140.1857,37.7156,10,3,01/07/2015,31/12/2099,0,"","",Saddle-JA/FS-005(JA/FS-005),1862.1,68.4,140.186,37.71933333,http://maps.gsi.go.jp/#15/37.7156/140.1857
(Missing)JA/FS-057,"Japan - Honshu","Fukushima Prefecture",JA/FS-057,1137,3730,139.4964,37.5126,139.4964,37.5126,8,3,01/07/2015,31/12/2099,0,"","",Saddle-JA/FS-057(JA/FS-057),1122.2,9.9,139.4971111,37.51244445,http://maps.gsi.go.jp/#15/37.5126/139.4964
(Missing)JA/FS-064,"Japan - Honshu","Fukushima Prefecture",JA/FS-064,1056,3465,139.5802,37.2952,139.5802,37.2952,6,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/FS-064(JA/FS-064),1046.5,9.9,139.5792222,37.29455556,http://maps.gsi.go.jp/#15/37.2952/139.5802
(Missing)JA/FS-068,"Japan - Honshu","Fukushima Prefecture",JA/FS-068,1033,3389,139.2364,37.4309,139.2364,37.4309,6,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/FS-068(JA/FS-068),970.1,60.8,139.2362222,37.42966667,http://maps.gsi.go.jp/#15/37.4309/139.2364
(Missing)JA/FS-069,"Japan - Honshu","Fukushima Prefecture",JA/FS-069,1031,3383,139.2598,37.4125,139.2598,37.4125,6,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/FS-069(JA/FS-069),981.5,49.2,139.2565556,37.41233334,http://maps.gsi.go.jp/#15/37.4125/139.2598
(Missing)JA/FS-077,"Japan - Honshu","Fukushima Prefecture",JA/FS-077,985,3232,139.2846,37.4045,139.2846,37.4045,6,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/FS-077(JA/FS-077),968.3,14.2,139.2847778,37.404,http://maps.gsi.go.jp/#15/37.4045/139.2846
(Missing)JA/FS-083,"Japan - Honshu","Fukushima Prefecture",JA/FS-083,970,3182,139.4297,37.3333,139.4297,37.3333,6,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/FS-083(JA/FS-083),928.2,35,139.428,37.33377778,http://maps.gsi.go.jp/#15/37.3333/139.4297
(Missing)JA/FS-085,"Japan - Honshu","Fukushima Prefecture",JA/FS-085,967,3173,140.2878,37.8322,140.2878,37.8322,6,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/FS-085(JA/FS-085),821.5,144.1,140.27,37.83944445,http://maps.gsi.go.jp/#15/37.8322/140.2878
(Missing)JA/FS-089,"Japan - Honshu","Fukushima Prefecture",JA/FS-089,964,3163,140.2904,37.8645,140.2904,37.8645,6,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/FS-089(JA/FS-089),927,35.6,140.2932222,37.86366667,http://maps.gsi.go.jp/#15/37.8645/140.2904
(Missing)JA/FS-091,"Japan - Honshu","Fukushima Prefecture",JA/FS-091,958,3143,139.4805,37.3738,139.4805,37.3738,6,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/FS-091(JA/FS-091),932.5,19.6,139.4834444,37.37511111,http://maps.gsi.go.jp/#15/37.3738/139.4805
(Missing)JA/FS-106,"Japan - Honshu","Fukushima Prefecture",JA/FS-106,900,2953,139.5585,37.504,139.5585,37.504,6,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/FS-106(JA/FS-106),755.7,149,139.5721111,37.50566667,http://maps.gsi.go.jp/#15/37.5040/139.5585
(Missing)JA/FS-120,"Japan - Honshu","Fukushima Prefecture",JA/FS-120,856,2808,140.5425,37.3276,140.5425,37.3276,6,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/FS-120(JA/FS-120),843.7,10.2,140.5432222,37.32655556,http://maps.gsi.go.jp/#15/37.3276/140.5425
(Missing)JA/FS-127,"Japan - Honshu","Fukushima Prefecture",JA/FS-127,821,2694,140.713,37.5726,140.713,37.5726,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/FS-127(JA/FS-127),812.7,7.6,140.713,37.57344445,http://maps.gsi.go.jp/#15/37.5726/140.7130
(Missing)JA/FS-147,"Japan - Honshu","Fukushima Prefecture",JA/FS-147,707,2320,140.7538,37.6636,140.7538,37.6636,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/FS-147(JA/FS-147),683.1,17.5,140.755,37.66255556,http://maps.gsi.go.jp/#15/37.6636/140.7538
(Missing)JA/FS-159,"Japan - Honshu","Fukushima Prefecture",JA/FS-159,605,1985,139.6664,37.5052,139.6664,37.5052,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/FS-159(JA/FS-159),483,121.7,139.6685556,37.51244445,http://maps.gsi.go.jp/#15/37.5052/139.6664
(Missing)JA/GF-002,"Japan - Honshu",Gifu,JA/GF-002,2959,9708,137.4767,35.9049,137.4767,35.9049,10,3,01/07/2015,31/12/2099,0,"","",Saddle-JA/GF-002(JA/GF-002),2837.4,120.2,137.4816667,35.90211111,http://maps.gsi.go.jp/#15/35.9049/137.4767
(Missing)JA/GF-057,"Japan - Honshu",Gifu,JA/GF-057,1381,4531,137.0494,36.218,137.0494,36.218,8,3,01/07/2015,31/12/2099,0,"","",Saddle-JA/GF-057(JA/GF-057),1368.8,11.8,137.0494444,36.21711111,http://maps.gsi.go.jp/#15/36.2180/137.0494
(Missing)JA/GF-066,"Japan - Honshu",Gifu,JA/GF-066,1341,4400,136.9697,35.8829,136.9697,35.8829,8,3,01/07/2015,31/12/2099,0,"","",Saddle-JA/GF-066(JA/GF-066),1332.2,8.3,136.9692222,35.88411111,http://maps.gsi.go.jp/#15/35.8829/136.9697
(Missing)JA/GF-076,"Japan - Honshu",Gifu,JA/GF-076,1294,4245,136.3247,35.7274,136.3247,35.7274,8,3,01/07/2015,31/12/2099,0,"","",Saddle-JA/GF-076(JA/GF-076),1249.2,42.4,136.3215556,35.724,http://maps.gsi.go.jp/#15/35.7274/136.3247
(Missing)JA/GF-082,"Japan - Honshu",Gifu,JA/GF-082,1251,4104,136.6872,35.7741,136.6872,35.7741,8,3,01/07/2015,31/12/2099,0,"","",Saddle-JA/GF-082(JA/GF-082),1240.4,10.6,136.6865556,35.77322222,http://maps.gsi.go.jp/#15/35.7741/136.6872
(Missing)JA/GF-088,"Japan - Honshu",Gifu,Futatsumoriyama,1224,4016,137.4004,35.5719,137.4004,35.5719,8,3,01/07/2015,31/12/2099,0,"","",Saddle-Futatsumoriyama(JA/GF-088),1212.4,9.9,137.3995556,35.57211111,http://maps.gsi.go.jp/#15/35.5719/137.4004
(Missing)JA/GF-095,"Japan - Honshu",Gifu,JA/GF-095,1183,3881,136.402,35.4738,136.402,35.4738,8,3,01/07/2015,31/12/2099,0,"","",Saddle-JA/GF-095(JA/GF-095),1172.6,10.2,136.4018889,35.47288889,http://maps.gsi.go.jp/#15/35.4738/136.4020
(Missing)JA/GF-101,"Japan - Honshu",Gifu,JA/GF-101,1145,3757,137.3378,35.7074,137.3378,35.7074,8,3,01/07/2015,31/12/2099,0,"","",Saddle-JA/GF-101(JA/GF-101),1117.1,26.8,137.339,35.70766667,http://maps.gsi.go.jp/#15/35.7074/137.3378
(Missing)JA/GF-104,"Japan - Honshu",Gifu,JA/GF-104,1137,3730,137.2053,36.2739,137.2053,36.2739,8,3,01/07/2015,31/12/2099,0,"","",Saddle-JA/GF-104(JA/GF-104),1092.9,41.9,137.1956667,36.27666667,http://maps.gsi.go.jp/#15/36.2739/137.2053
(Missing)JA/GF-116,"Japan - Honshu",Gifu,JA/GF-116,1068,3504,136.3377,35.6248,136.3377,35.6248,6,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/GF-116(JA/GF-116),932.5,135.2,136.3203333,35.61933333,http://maps.gsi.go.jp/#15/35.6248/136.3377
(Missing)JA/GF-119,"Japan - Honshu",Gifu,JA/GF-119,1050,3445,136.4698,35.529,136.4698,35.529,6,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/GF-119(JA/GF-119),1033.2,15.7,136.4718889,35.527,http://maps.gsi.go.jp/#15/35.5290/136.4698
(Missing)JA/GF-155,"Japan - Honshu",Gifu,JA/GF-155,820,2690,137.3273,35.3527,137.3273,35.3527,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/GF-155(JA/GF-155),807.2,9.6,137.3261111,35.35244444,http://maps.gsi.go.jp/#15/35.3527/137.3273
(Missing)JA/GF-187,"Japan - Honshu",Gifu,JA/GF-187,554,1818,137.0477,35.5481,137.0477,35.5481,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/GF-187(JA/GF-187),522.2,30.7,137.0501111,35.54655555,http://maps.gsi.go.jp/#15/35.5481/137.0477
(Missing)JA/GF-199,"Japan - Honshu",Gifu,JA/GF-199,419,1375,136.5098,35.3468,136.5098,35.3468,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/GF-199(JA/GF-199),403.6,15,136.5073333,35.34944444,http://maps.gsi.go.jp/#15/35.3468/136.5098
(Missing)JA/GM-008,"Japan - Honshu","Gunma Prefecture",JA/GM-008,2120,6955,138.7225,36.7604,138.7225,36.7604,10,3,01/07/2015,31/12/2099,0,"","",Saddle-JA/GM-008(JA/GM-008),2102.6,18.4,138.7217778,36.75955556,http://maps.gsi.go.jp/#15/36.7604/138.7225
(Missing)JA/GM-019,"Japan - Honshu","Gunma Prefecture",Asahidake,1945,6381,138.9726,36.8807,138.9726,36.8807,10,3,01/07/2015,31/12/2099,0,"","",Saddle-Asahidake(JA/GM-019),1913,31,138.9726667,36.883,http://maps.gsi.go.jp/#15/36.8807/138.9726
(Missing)JA/GM-027,"Japan - Honshu","Gunma Prefecture",Hanamagariyama,1655,5430,138.6452,36.4108,138.6452,36.4108,10,3,01/07/2015,31/12/2099,1,27/09/2015,JP1QEC/1,Saddle-Hanamagariyama(JA/GM-027),1643.1,9.1,138.6461111,36.41088889,http://maps.gsi.go.jp/#15/36.4108/138.6452
(Missing)JA/GM-029,"Japan - Honshu","Gunma Prefecture",JA/GM-029,1591,5220,138.652,36.3961,138.652,36.3961,10,3,01/07/2015,31/12/2099,0,"","",Saddle-JA/GM-029(JA/GM-029),1442.3,147.9,138.6487778,36.399,http://maps.gsi.go.jp/#15/36.3961/138.6520
(Missing)JA/GM-038,"Japan - Honshu","Gunma Prefecture",JA/GM-038,1407,4616,138.7718,36.1325,138.7718,36.1325,8,3,01/07/2015,31/12/2099,0,"","",Saddle-JA/GM-038(JA/GM-038),1261.5,143.3,138.775,36.13866667,http://maps.gsi.go.jp/#15/36.1325/138.7718
(Missing)JA/GM-040,"Japan - Honshu","Gunma Prefecture",JA/GM-040,1351,4432,139.1706,36.7076,139.1706,36.7076,8,3,01/07/2015,31/12/2099,0,"","",Saddle-JA/GM-040(JA/GM-040),1316,34.7,139.1691111,36.71233334,http://maps.gsi.go.jp/#15/36.7076/139.1706
(Missing)JA/GM-048,"Japan - Honshu","Gunma Prefecture",JA/GM-048,1282,4206,138.8234,36.6647,138.8234,36.6647,8,3,01/07/2015,31/12/2099,0,"","",Saddle-JA/GM-048(JA/GM-048),1203.8,78,138.8182222,36.66611112,http://maps.gsi.go.jp/#15/36.6647/138.8234
(Missing)JA/GM-062,"Japan - Honshu","Gunma Prefecture",JA/GM-062,1123,3684,139.018,36.7196,139.018,36.7196,8,3,01/07/2015,31/12/2099,0,"","",Saddle-JA/GM-062(JA/GM-062),1102.6,19.6,139.0187778,36.71966667,http://maps.gsi.go.jp/#15/36.7196/139.0180
(Missing)JA/HG-008,"Japan - Honshu","Hyogo Prefecture",JA/HG-008,1191,3907,134.4847,35.1759,134.4847,35.1759,8,3,01/07/2015,31/12/2099,0,"","",Saddle-JA/HG-008(JA/HG-008),1166.9,23.3,134.4862222,35.178,http://maps.gsi.go.jp/#15/35.1759/134.4847
(Missing)JA/HG-043,"Japan - Honshu","Hyogo Prefecture",JA/HG-043,817,2680,134.9467,35.1724,134.9467,35.1724,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HG-043(JA/HG-043),794.3,16.5,134.9484444,35.17166667,http://maps.gsi.go.jp/#15/35.1724/134.9467
(Missing)JA/HG-057,"Japan - Honshu","Hyogo Prefecture",JA/HG-057,723,2372,135.3272,35.0516,135.3272,35.0516,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HG-057(JA/HG-057),701.5,20,135.3264444,35.04955556,http://maps.gsi.go.jp/#15/35.0516/135.3272
(Missing)JA/HG-107,"Japan - Honshu","Hyogo Prefecture",JA/HG-107,540,1772,134.4579,35.0332,134.4579,35.0332,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HG-107(JA/HG-107),502.2,40.9,134.4595556,35.03433333,http://maps.gsi.go.jp/#15/35.0332/134.4579
(Missing)JA/HG-109,"Japan - Honshu","Hyogo Prefecture",JA/HG-109,540,1772,134.9479,35.0923,134.9479,35.0923,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HG-109(JA/HG-109),513,20,134.9471111,35.093,http://maps.gsi.go.jp/#15/35.0923/134.9479
(Missing)JA/HG-113,"Japan - Honshu","Hyogo Prefecture",JA/HG-113,536,1759,134.8521,35.3766,134.8521,35.3766,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HG-113(JA/HG-113),493.3,38.3,134.853,35.37788889,http://maps.gsi.go.jp/#15/35.3766/134.8521
(Missing)JA/HG-123,"Japan - Honshu","Hyogo Prefecture",JA/HG-123,513,1683,134.9855,35.2929,134.9855,35.2929,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HG-123(JA/HG-123),454.3,57.6,134.9896667,35.29088889,http://maps.gsi.go.jp/#15/35.2929/134.9855
(Missing)JA/HG-124,"Japan - Honshu","Hyogo Prefecture",JA/HG-124,511,1677,134.6105,35.0044,134.6105,35.0044,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HG-124(JA/HG-124),456.9,53.4,134.6151111,35.00722222,http://maps.gsi.go.jp/#15/35.0044/134.6105
(Missing)JA/HG-127,"Japan - Honshu","Hyogo Prefecture",JA/HG-127,507,1663,134.3259,34.9288,134.3259,34.9288,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HG-127(JA/HG-127),460.9,40.9,134.3218889,34.93,http://maps.gsi.go.jp/#15/34.9288/134.3259
(Missing)JA/HG-133,"Japan - Honshu","Hyogo Prefecture",JA/HG-133,478,1568,134.3746,34.9367,134.3746,34.9367,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HG-133(JA/HG-133),464.5,9.9,134.3753333,34.93644444,http://maps.gsi.go.jp/#15/34.9367/134.3746
(Missing)JA/HG-134,"Japan - Honshu","Hyogo Prefecture",JA/HG-134,472,1549,134.8951,35.4767,134.8951,35.4767,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HG-134(JA/HG-134),352.2,119.2,134.9012222,35.47911111,http://maps.gsi.go.jp/#15/35.4767/134.8951
(Missing)JA/HG-144,"Japan - Honshu","Hyogo Prefecture",JA/HG-144,453,1486,134.4307,35.0228,134.4307,35.0228,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HG-144(JA/HG-144),443.1,8.8,134.4312222,35.02222222,http://maps.gsi.go.jp/#15/35.0228/134.4307
(Missing)JA/HG-146,"Japan - Honshu","Hyogo Prefecture",JA/HG-146,450,1476,134.8479,35.5853,134.8479,35.5853,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HG-146(JA/HG-146),443,8.2,134.8481111,35.58566667,http://maps.gsi.go.jp/#15/35.5853/134.8479
(Missing)JA/HG-163,"Japan - Honshu","Hyogo Prefecture",JA/HG-163,415,1362,134.9315,35.0105,134.9315,35.0105,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HG-163(JA/HG-163),393.1,17.1,134.9312222,35.00977778,http://maps.gsi.go.jp/#15/35.0105/134.9315
(Missing)JA/HG-171,"Japan - Honshu","Hyogo Prefecture",JA/HG-171,372,1220,134.8025,35.3774,134.8025,35.3774,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HG-171(JA/HG-171),337.5,34.2,134.8005556,35.37777778,http://maps.gsi.go.jp/#15/35.3774/134.8025
(Missing)JA/HG-194,"Japan - Honshu","Hyogo Prefecture",JA/HG-194,261,856,134.4724,34.8489,134.4724,34.8489,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HG-194(JA/HG-194),228.5,31.9,134.4697778,34.84833333,http://maps.gsi.go.jp/#15/34.8489/134.4724
(Missing)JA/HS-011,"Japan - Honshu","Hiroshima Prefecture",Asayama,1218,3996,132.3814,34.7859,132.3814,34.7859,8,3,01/07/2015,31/12/2099,0,"","",Saddle-Asayama(JA/HS-011),1143.5,70.5,132.3816667,34.79044445,http://maps.gsi.go.jp/#15/34.7859/132.3814
(Missing)JA/HS-049,"Japan - Honshu","Hiroshima Prefecture",JA/HS-049,897,2943,132.5371,34.7795,132.5371,34.7795,6,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HS-049(JA/HS-049),748,143,132.5323333,34.78444445,http://maps.gsi.go.jp/#15/34.7795/132.5371
(Missing)JA/HS-055,"Japan - Honshu","Hiroshima Prefecture",JA/HS-055,858,2815,132.767,34.9913,132.767,34.9913,6,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HS-055(JA/HS-055),813.2,40.3,132.7645556,34.99233333,http://maps.gsi.go.jp/#15/34.9913/132.7670
(Missing)JA/HS-068,"Japan - Honshu","Hiroshima Prefecture",JA/HS-068,816,2677,132.5245,34.6067,132.5245,34.6067,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HS-068(JA/HS-068),707.3,107.7,132.5203333,34.61455556,http://maps.gsi.go.jp/#15/34.6067/132.5245
(Missing)JA/HS-077,"Japan - Honshu","Hiroshima Prefecture",JA/HS-077,780,2559,132.965,34.9391,132.965,34.9391,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HS-077(JA/HS-077),666.4,116.5,132.9442222,34.94288889,http://maps.gsi.go.jp/#15/34.9391/132.9650
(Missing)JA/HS-095,"Japan - Honshu","Hiroshima Prefecture",JA/HS-095,730,2395,132.2833,34.3971,132.2833,34.3971,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HS-095(JA/HS-095),602.4,128.2,132.276,34.38066666,http://maps.gsi.go.jp/#15/34.3971/132.2833
(Missing)JA/HS-138,"Japan - Honshu","Hiroshima Prefecture",JA/HS-138,604,1982,132.8609,34.5182,132.8609,34.5182,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HS-138(JA/HS-138),568.2,35.4,132.866,34.51555556,http://maps.gsi.go.jp/#15/34.5182/132.8609
(Missing)JA/HS-159,"Japan - Honshu","Hiroshima Prefecture",JA/HS-159,540,1772,132.5606,34.659,132.5606,34.659,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HS-159(JA/HS-159),531.9,8.3,132.5613333,34.65933333,http://maps.gsi.go.jp/#15/34.6590/132.5606
(Missing)JA/HS-185,"Japan - Honshu","Hiroshima Prefecture",JA/HS-185,460,1509,132.292,34.2525,132.292,34.2525,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HS-185(JA/HS-185),452.5,8.8,132.2911111,34.25255555,http://maps.gsi.go.jp/#15/34.2525/132.2920
(Missing)JA/HS-189,"Japan - Honshu","Hiroshima Prefecture",JA/HS-189,453,1486,132.4521,34.4953,132.4521,34.4953,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HS-189(JA/HS-189),441.9,8.4,132.4525556,34.49744444,http://maps.gsi.go.jp/#15/34.4953/132.4521
(Missing)JA/HS-194,"Japan - Honshu","Hiroshima Prefecture",JA/HS-194,440,1444,132.9415,34.8559,132.9415,34.8559,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HS-194(JA/HS-194),372.3,69.3,132.9397778,34.85888889,http://maps.gsi.go.jp/#15/34.8559/132.9415
(Missing)JA/HS-207,"Japan - Honshu","Hiroshima Prefecture",JA/HS-207,400,1312,132.4678,34.2695,132.4678,34.2695,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/HS-207(JA/HS-207),283,109.4,132.4675556,34.26366666,http://maps.gsi.go.jp/#15/34.2695/132.4678
