5339, 36.1667, 34.5, 141.25, 138.75
JA/TK-019,Japan - Honshu,Tokyo Prefecture,Miyatsukesan,508,1667,139.2793,34.5204,139.2793,34.5204,2,0,01/07/2015,31/12/2099,0,,,Saddle-Miyatsukesan(JA/TK-019), 0.0,507.0,138.8435556,34.60088889,http://maps.gsi.go.jp/#15/34.5204/139.2793
JA/TK-015,Japan - Honshu,Tokyo Prefecture,Miharashinsan,758,2487,139.3945,34.7244,139.3945,34.7244,4,0,01/07/2015,31/12/2099,0,,,Saddle-Miharashinsan(JA/TK-015), 0.0,755.6,139.4344444,34.67800001,http://maps.gsi.go.jp/#15/34.7244/139.3945
JA/CB-001,Japan - Honshu,Chiba,Atagoyama,408,1339,139.9868,35.1149,139.9868,35.1149,1,0,01/07/2015,31/12/2099,0,,,Saddle-Atagoyama(JA/CB-001), 9.3,398.0,139.9404444,35.92866667,http://maps.gsi.go.jp/#15/35.1149/139.9868
JA/CB-U-PM94xw25,Japan - Honshu,Chiba,JA/CB-U-PM94xw25,214.7,704.4,139.9404444,34.93755556,139.9404444,34.93755556,34.93755556,,,,,,,Saddle-U-PM94xw25,38.3,176.4,139.9388889,35.01000000,http://maps.gsi.go.jp/#15/34.93755556/139.9404444
JA/CB-U-PM95wc36,Japan - Honshu,Chiba,JA/CB-U-PM95wc36,258.5,848.1,139.8646667,35.11233334,139.8646667,35.11233334,35.11233334,,,,,,,Saddle-U-PM95wc36,92.0,166.5,139.8756667,35.11066667,http://maps.gsi.go.jp/#15/35.11233334/139.8646667
JA/CB-005,Japan - Honshu,Chiba,Tomisan,350,1148,139.8815,35.0988,139.8815,35.0988,1,0,01/07/2015,31/12/2099,2,26/12/2015,JA1CTC/1,Saddle-Tomisan(JA/CB-005),98.6,250.2,139.8977778,35.09944445,http://maps.gsi.go.jp/#15/35.0988/139.8815
JA/CB-U-QM05bh35,Japan - Honshu,Chiba,JA/CB-U-QM05bh35,270.7,888.1,140.1135556,35.31388889,140.1135556,35.31388889,35.31388889,,,,,,,Saddle-U-QM05bh35,120.0,150.7,140.1162222,35.29866667,http://maps.gsi.go.jp/#15/35.31388889/140.1135556
JA/CB-002,Japan - Honshu,Chiba,Shirotori Shrine,379,1243,139.9719,35.2556,139.9719,35.2556,1,0,01/07/2015,31/12/2099,2,16/11/2015,JA1FAQ/P,Saddle-Shirotori Shrine(JA/CB-002),120.8,257.5,139.9765556,35.24600000,http://maps.gsi.go.jp/#15/35.2556/139.9719
JA/CB-007,Japan - Honshu,Chiba,JA/CB-007,313,1027,140.0246,35.2629,140.0246,35.2629,1,0,01/07/2015,31/12/2099,0,,,Saddle-JA/CB-007(JA/CB-007),136.7,176.4,140.0294444,35.25066667,http://maps.gsi.go.jp/#15/35.2629/140.0246
JA/CB-006,Japan - Honshu,Chiba,Nokogiriyama,330,1083,139.8409,35.1604,139.8409,35.1604,1,0,01/07/2015,31/12/2099,2,03/01/2016,JA1CTC/1,Saddle-Nokogiriyama(JA/CB-006),137.4,189.9,139.8633333,35.16200000,http://maps.gsi.go.jp/#15/35.1604/139.8409
JA/CB-U-PM95wd67,Japan - Honshu,Chiba,JA/CB-U-PM95wd67,313.9,1029.8,139.8834444,35.15744445,139.8834444,35.15744445,35.15744445,,,,,,,Saddle-U-PM95wd67,152.5,161.4,139.9121111,35.14122223,http://maps.gsi.go.jp/#15/35.15744445/139.8834444
JA/CB-U-PM95xb77,Japan - Honshu,Chiba,JA/CB-U-PM95xb77,310.5,1018.7,139.9752222,35.07400000,139.9752222,35.07400000,35.07400000,,,,,,,Saddle-U-PM95xb77,156.6,153.9,139.9930000,35.09422223,http://maps.gsi.go.jp/#15/35.074/139.9752222
JA/CB-004,Japan - Honshu,Chiba,Gotenyama,364,1194,139.9477,35.0887,139.9477,35.0887,1,0,01/07/2015,31/12/2099,1,26/12/2015,JA1CTC/1,Saddle-Gotenyama(JA/CB-004),157.6,204.8,139.9614444,35.09822223,http://maps.gsi.go.jp/#15/35.0887/139.9477
JA/CB-003,Japan - Honshu,Chiba,Myokensan,377,1237,140.1523,35.1623,140.1523,35.1623,1,0,01/07/2015,31/12/2099,1,30/12/2015,JI1TLL/1,Saddle-Myokensan(JA/CB-003),167.4,208.0,139.9308889,35.14433334,http://maps.gsi.go.jp/#15/35.1623/140.1523
JA/CB-U-QM05ad27,Japan - Honshu,Chiba,JA/CB-U-QM05ad27,362.5,1189.3,140.0202222,35.15755556,140.0202222,35.15755556,35.15755556,,,,,,,Saddle-U-QM05ad27,196.6,165.9,140.0607778,35.16577778,http://maps.gsi.go.jp/#15/35.15755556/140.0202222
JA/CB-U-PM95wc95,Japan - Honshu,Chiba,JA/CB-U-PM95wc95,333.4,1093.8,139.9138889,35.10733334,139.9138889,35.10733334,35.10733334,,,,,,,Saddle-U-PM95wc95,167.5,165.9,139.9237778,35.12177778,http://maps.gsi.go.jp/#15/35.10733334/139.9138889
JA/CB-U-PM95xd13,Japan - Honshu,Chiba,JA/CB-U-PM95xd13,323.3,1060.7,139.9325556,35.13900000,139.9325556,35.13900000,35.13900000,,,,,,,Saddle-U-PM95xd13,172.2,151.1,139.9505556,35.12133334,http://maps.gsi.go.jp/#15/35.139/139.9325556
