6040, 40.8333, 39.1667, 142.25, 139.75
JA/AT-072,Japan - Honshu,Akita Prefecture,Honzan,715,2346,139.7538,39.9068,139.7538,39.9068,4,0,01/07/2015,31/12/2099,0,,,Saddle-Honzan(JA/AT-072), 5.7,708.9,139.9306667,40.04388888,http://maps.gsi.go.jp/#15/39.9068/139.7538
JA/AT-135,Japan - Honshu,Akita Prefecture,Kanpuuzan,355,1165,139.8753,39.9337,139.8753,39.9337,1,0,01/07/2015,31/12/2099,0,,,Saddle-Kanpuuzan(JA/AT-135),57.3,297.1,139.8406667,39.92499999,http://maps.gsi.go.jp/#15/39.9337/139.8753
JA/AT-U-QM09bx04,Japan - Honshu,Akita,JA/AT-U-QM09bx04,230.8,757.2,140.0880000,39.97566666,140.0880000,39.97566666,39.97566666,,,,,,,Saddle-U-QM09bx04,67.1,163.7,140.1107778,39.97911111,http://maps.gsi.go.jp/#15/39.97566666/140.088
JA/AT-139,Japan - Honshu,Akita Prefecture,Moriyama,326,1070,140.1096,39.9600,140.1096,39.9600,1,0,01/07/2015,31/12/2099,0,,,Saddle-Moriyama(JA/AT-139),67.2,257.2,140.1173333,39.96544444,http://maps.gsi.go.jp/#15/39.9600/140.1096
JA/AT-U-QM09fn35,Japan - Honshu,Akita,JA/AT-U-QM09fn35,225.7,740.5,140.4491111,39.56277777,140.4491111,39.56277777,39.56277777,,,,,,,Saddle-U-QM09fn35,72.1,153.6,140.4535556,39.56833332,http://maps.gsi.go.jp/#15/39.56277777/140.4491111
JA/AT-U-QM09fm89,Japan - Honshu,Akita,JA/AT-U-QM09fm89,254.0,833.3,140.4845556,39.54099999,140.4845556,39.54099999,39.54099999,,,,,,,Saddle-U-QM09fm89,75.1,178.9,140.5065556,39.53566666,http://maps.gsi.go.jp/#15/39.54099999/140.4845556
JA/AT-133,Japan - Honshu,Akita Prefecture,Oohirayama,387,1270,140.4339,39.4673,140.4339,39.4673,1,0,01/07/2015,31/12/2099,0,,,Saddle-Oohirayama(JA/AT-133),77.9,307.5,140.4053333,39.43377777,http://maps.gsi.go.jp/#15/39.4673/140.4339
JA/AT-U-QM09fl25,Japan - Honshu,Akita,JA/AT-U-QM09fl25,276.1,905.8,140.4363333,39.48044444,140.4363333,39.48044444,39.48044444,,,,,,,Saddle-U-QM09fl25,102.3,173.8,140.4408889,39.47533332,http://maps.gsi.go.jp/#15/39.48044444/140.4363333
JA/AT-U-QM09gn12,Japan - Honshu,Akita,JA/AT-U-QM09gn12,292.1,958.3,140.5153333,39.55111110,140.5153333,39.55111110,39.55111110,,,,,,,Saddle-U-QM09gn12,87.8,204.3,140.5076667,39.55855555,http://maps.gsi.go.jp/#15/39.5511111/140.5153333
JA/AT-123,Japan - Honshu,Akita Prefecture,JA/AT-123,424,1391,140.1876,39.5365,140.1876,39.5365,1,0,01/07/2015,31/12/2099,0,,,Saddle-JA/AT-123(JA/AT-123),87.9,334.9,140.2350000,39.49222221,http://maps.gsi.go.jp/#15/39.5365/140.1876
