5840, 39.5, 37.8333, 142.25, 139.75
JA/YM-001,Japan - Honshu,Yamagata Prefecture,Chyoukaizan (Shinzan),2236,7336,140.0488,39.0994,140.0488,39.0994,10,3,01/07/2015,31/12/2099,0,,,Saddle-Chyoukaizan (Shinzan)(JA/YM-001), 0.0,2234.9,141.9762222,39.66666666,http://maps.gsi.go.jp/#15/39.0994/140.0488
JA/MG-U-QM08tu49,Japan - Honshu,Miyagi,JA/MG-U-QM08tu49,231.9,760.8,141.6186667,38.87333333,141.6186667,38.87333333,38.87333333,,,,,,,Saddle-U-QM08tu49, 0.0,231.9,141.6247778,38.83022222,http://maps.gsi.go.jp/#15/38.87333333/141.6186667
JA/MG-052,Japan - Honshu,Miyagi Prefecture,Kinkasan,444,1457,141.5668,38.2953,141.5668,38.2953,1,0,01/07/2015,31/12/2099,0,,,Saddle-Kinkasan(JA/MG-052), 0.0,441.4,141.5770000,38.26877778,http://maps.gsi.go.jp/#15/38.2953/141.5668
JA/MG-U-QM08om56,Japan - Honshu,Miyagi,JA/MG-U-QM08om56,173.0,567.6,141.2102222,38.52811111,141.2102222,38.52811111,38.52811111,,,,,,,Saddle-U-QM08om56, 6.2,166.8,141.2182222,38.52455556,http://maps.gsi.go.jp/#15/38.52811111/141.2102222
JA/IT-U-QM19al42,Japan - Honshu,Iwate,JA/IT-U-QM19al42,513.5,1684.7,142.0361111,39.46833333,142.0361111,39.46833333,39.46833333,,,,,,,Saddle-U-QM19al42, 7.1,506.4,141.9776667,39.42922222,http://maps.gsi.go.jp/#15/39.46833333/142.0361111
JA/IT-U-QM09xk94,Japan - Honshu,Iwate,JA/IT-U-QM09xk94,320.3,1050.8,141.9964444,39.43388889,141.9964444,39.43388889,39.43388889,,,,,,,Saddle-U-QM09xk94,28.3,292.0,142.0088889,39.43633333,http://maps.gsi.go.jp/#15/39.43388889/141.9964444
JA/MG-U-QM08pm95,Japan - Honshu,Miyagi,JA/MG-U-QM08pm95,160.8,527.6,141.3311111,38.52366667,141.3311111,38.52366667,38.52366667,,,,,,,Saddle-U-QM08pm95, 7.3,153.5,141.3485556,38.52788889,http://maps.gsi.go.jp/#15/38.52366667/141.3311111
JA/MG-045,Japan - Honshu,Miyagi Prefecture,JA/MG-045,519,1703,141.4310,38.5026,141.4310,38.5026,2,0,01/07/2015,31/12/2099,0,,,Saddle-JA/MG-045(JA/MG-045), 8.2,511.9,141.3963333,38.54355556,http://maps.gsi.go.jp/#15/38.5026/141.4310
JA/MG-U-QM08pl62,Japan - Honshu,Miyagi,JA/MG-U-QM08pl62,172.2,565.0,141.3037778,38.46800000,141.3037778,38.46800000,38.46800000,,,,,,,Saddle-U-QM08pl62,11.6,160.6,141.3098889,38.46811111,http://maps.gsi.go.jp/#15/38.468/141.3037778
JA/MG-053,Japan - Honshu,Miyagi Prefecture,JA/MG-053,443,1453,141.5066,38.3402,141.5066,38.3402,1,0,01/07/2015,31/12/2099,0,,,Saddle-JA/MG-053(JA/MG-053),19.0,431.5,141.4348889,38.43933334,http://maps.gsi.go.jp/#15/38.3402/141.5066
JA/MG-U-QM08rj38,Japan - Honshu,Miyagi,JA/MG-U-QM08rj38,441.6,1448.8,141.4495556,38.40855556,141.4495556,38.40855556,38.40855556,,,,,,,Saddle-U-QM08rj38,97.6,344.0,141.4653333,38.38511111,http://maps.gsi.go.jp/#15/38.40855556/141.4495556
JA/MG-067,Japan - Honshu,Miyagi Prefecture,JA/MG-067,300,984,141.3914,38.4066,141.3914,38.4066,1,0,01/07/2015,31/12/2099,0,,,Saddle-JA/MG-067(JA/MG-067),128.0,173.0,141.4010000,38.40600000,http://maps.gsi.go.jp/#15/38.4066/141.3914
(Missing)JA/MG-054,Japan - Honshu,Miyagi Prefecture,JA/MG-054,439,1440,141.4477,38.4103,141.4477,38.4103,1,0,01/07/2015,31/12/2099,0,,,Saddle-JA/MG-054(JA/MG-054),426.2,14.0,141.4490000,38.41011111,http://maps.gsi.go.jp/#15/38.4103/141.4477
JA/MG-068,Japan - Honshu,Miyagi Prefecture,JA/MG-068,296,971,141.4764,38.3509,141.4764,38.3509,1,0,01/07/2015,31/12/2099,0,,,Saddle-JA/MG-068(JA/MG-068),103.1,192.6,141.4832222,38.34977778,http://maps.gsi.go.jp/#15/38.3509/141.4764
JA/MG-U-QM08sh34,Japan - Honshu,Miyagi,JA/MG-U-QM08sh34,331.6,1087.9,141.5310000,38.31022223,141.5310000,38.31022223,38.31022223,,,,,,,Saddle-U-QM08sh34,137.8,193.8,141.5177778,38.31766667,http://maps.gsi.go.jp/#15/38.31022223/141.531
(Missing)JA/MG-064,Japan - Honshu,Miyagi Prefecture,JA/MG-064,322,1056,141.5256,38.3127,141.5256,38.3127,1,0,01/07/2015,31/12/2099,0,,,Saddle-JA/MG-064(JA/MG-064),292.6,30.3,141.5281111,38.31133334,http://maps.gsi.go.jp/#15/38.3127/141.5256
