6442, 43.5, 41.8333, 144.25, 141.75
U-QN12hf29,Japan - ,,U-QN12hf29,199.7,655.2,142.6081111,42.24888889,142.6081111,42.24888889,42.24888889,,,,,,,Saddle-U-QN12hf29,38.3,161.4,142.6171111,42.26033334,http://maps.gsi.go.jp/#15/42.24888889/142.6081111
JA8/KR-036,Japan - Hokaido,Kushiro Subprefecture,JA8/KR-036,251,823,144.0165,42.9806,144.0165,42.9806,1,0,01/07/2015,31/12/2099,0,,,Saddle-JA8/KR-036(JA8/KR-036),67.9,183.0,143.9820000,43.01700000,http://maps.gsi.go.jp/#15/42.9806/144.0165
U-QN12rr91,Japan - ,,U-QN12rr91,221.6,727.0,143.4997778,42.71455556,143.4997778,42.71455556,42.71455556,,,,,,,Saddle-U-QN12rr91,68.4,153.2,143.4638889,42.69966667,http://maps.gsi.go.jp/#15/42.71455556/143.4997778
U-QN12gh15,Japan - ,,U-QN12gh15,246.5,808.7,142.5084444,42.31522223,142.5084444,42.31522223,42.31522223,,,,,,,Saddle-U-QN12gh15,82.5,164.0,142.5250000,42.32388889,http://maps.gsi.go.jp/#15/42.31522223/142.5084444
JA8/HD-115,Japan - Hokaido,Hidaka Subprefecture,JA8/HD-115,242,794,142.8299,42.1948,142.8299,42.1948,1,0,01/07/2015,31/12/2099,0,,,Saddle-JA8/HD-115(JA8/HD-115),84.7,157.5,142.8411111,42.21933334,http://maps.gsi.go.jp/#15/42.1948/142.8299
U-QN11ox25,Japan - ,,U-QN11ox25,248.1,814.0,143.1852222,41.98200001,143.1852222,41.98200001,41.98200001,,,,,,,Saddle-U-QN11ox25,96.6,151.5,143.2013333,42.00822223,http://maps.gsi.go.jp/#15/41.98200001/143.1852222
JA8/HD-111,Japan - Hokaido,Hidaka Subprefecture,JA8/HD-111,318,1043,142.6333,42.3079,142.6333,42.3079,1,0,01/07/2015,31/12/2099,0,,,Saddle-JA8/HD-111(JA8/HD-111),106.7,211.2,142.6481111,42.30377778,http://maps.gsi.go.jp/#15/42.3079/142.6333
JA8/HD-114,Japan - Hokaido,Hidaka Subprefecture,JA8/HD-114,287,942,142.7342,42.2645,142.7342,42.2645,1,0,01/07/2015,31/12/2099,0,,,Saddle-JA8/HD-114(JA8/HD-114),121.2,165.4,142.7444444,42.28422223,http://maps.gsi.go.jp/#15/42.2645/142.7342
JA8/HD-113,Japan - Hokaido,Hidaka Subprefecture,JA8/HD-113,296,971,142.4655,42.3577,142.4655,42.3577,1,0,01/07/2015,31/12/2099,0,,,Saddle-JA8/HD-113(JA8/HD-113),126.3,168.3,142.4878889,42.37522223,http://maps.gsi.go.jp/#15/42.3577/142.4655
JA8/HD-112,Japan - Hokaido,Hidaka Subprefecture,JA8/HD-112,309,1014,142.1719,42.5589,142.1719,42.5589,1,0,01/07/2015,31/12/2099,0,,,Saddle-JA8/HD-112(JA8/HD-112),130.9,171.7,142.1824444,42.57411111,http://maps.gsi.go.jp/#15/42.5589/142.1719
