4932, 33.5, 32.5, 134.25, 131.75
JA6/MZ-U-PM52vp89,Japan - Kyushu_Okinawa,Miyazaki,JA6/MZ-U-PM52vp89,183.9,603.3,131.8213333,32.66522222,131.8213333,32.66522222,32.66522222,,,,,,,Saddle-U-PM52vp89, 0.0,183.9,131.8254444,32.65500000,http://maps.gsi.go.jp/#15/32.66522222/131.8213333
JA5/KC-133,Japan - Shikoku,Kochi Prefecture,JA5/KC-133,404,1325,132.5542,32.7270,132.5542,32.7270,1,0,01/07/2015,31/12/2099,0,,,Saddle-JA5/KC-133(JA5/KC-133), 0.0,403.4,132.5441111,32.70255556,http://maps.gsi.go.jp/#15/32.7270/132.5542
JA5/KC-U-PM62fr87,Japan - Shikoku,Kōchi,JA5/KC-U-PM62fr87,159.8,524.3,132.4901111,32.73888889,132.4901111,32.73888889,32.73888889,,,,,,,Saddle-U-PM62fr87, 0.0,159.8,132.4853333,32.73411111,http://maps.gsi.go.jp/#15/32.73888889/132.4901111
JA6/OT-U-PM52ws95,Japan - Kyushu_Okinawa,Ōita,JA6/OT-U-PM52ws95,194.3,637.5,131.9147778,32.77155556,131.9147778,32.77155556,32.77155556,,,,,,,Saddle-U-PM52ws95, 0.0,194.3,131.9187778,32.76866667,http://maps.gsi.go.jp/#15/32.77155556/131.9147778
JA6/OT-U-PM62ax80,Japan - Kyushu_Okinawa,Ōita,JA6/OT-U-PM62ax80,190.3,624.3,132.0713333,32.96088889,132.0713333,32.96088889,32.96088889,,,,,,,Saddle-U-PM62ax80, 0.0,190.3,132.0728889,32.95266667,http://maps.gsi.go.jp/#15/32.96088889/132.0713333
JA6/OT-U-PM52xx07,Japan - Kyushu_Okinawa,Ōita,JA6/OT-U-PM52xx07,193.0,633.2,131.9222222,32.98911111,131.9222222,32.98911111,32.98911111,,,,,,,Saddle-U-PM52xx07, 0.0,193.0,131.9245556,32.98033333,http://maps.gsi.go.jp/#15/32.98911111/131.9222222
JA5/EH-U-PM62fw46,Japan - Shikoku,Ehime,JA5/EH-U-PM62fw46,211.6,694.2,132.4538889,32.94500000,132.4538889,32.94500000,32.94500000,,,,,,,Saddle-U-PM62fw46, 0.0,211.6,132.4360000,32.93955556,http://maps.gsi.go.jp/#15/32.945/132.4538889
JA6/OT-U-PM63ac14,Japan - Kyushu_Okinawa,Ōita,JA6/OT-U-PM63ac14,173.4,568.9,132.0114444,33.10400000,132.0114444,33.10400000,33.10400000,,,,,,,Saddle-U-PM63ac14, 0.0,173.4,132.0037778,33.09711111,http://maps.gsi.go.jp/#15/33.104/132.0114444
JA6/OT-U-PM53wd33,Japan - Kyushu_Okinawa,Ōita,JA6/OT-U-PM53wd33,160.4,526.2,131.8603333,33.14155556,131.8603333,33.14155556,33.14155556,,,,,,,Saddle-U-PM53wd33, 0.0,160.4,131.8593333,33.13900000,http://maps.gsi.go.jp/#15/33.14155556/131.8603333
JA5/EH-U-PM63ec95,Japan - Shikoku,Ehime,JA5/EH-U-PM63ec95,170.9,560.7,132.4122222,33.10588889,132.4122222,33.10588889,33.10588889,,,,,,,Saddle-U-PM63ec95, 0.0,170.9,132.4122222,33.10200000,http://maps.gsi.go.jp/#15/33.10588889/132.4122222
