5332, 36.1667, 34.5, 134.25, 131.75
JA/TT-001,Japan - Honshu,Tottori Prefecture,Daisen (Kengamine),1729,5673,133.5463,35.3712,133.5463,35.3712,10,3,01/07/2015,31/12/2099,0,,,Saddle-Daisen (Kengamine)(JA/TT-001), 0.0,1725.7,133.2957778,36.33333333,http://maps.gsi.go.jp/#15/35.3712/133.5463
JA/SN-U-PM66mc83,Japan - Honshu,Shimane,JA/SN-U-PM66mc83,245.9,806.7,133.0721111,36.09588889,133.0721111,36.09588889,36.09588889,,,,,,,Saddle-U-PM66mc83, 0.0,245.9,133.0692222,36.03477778,http://maps.gsi.go.jp/#15/36.09588889/133.0721111
JA/SN-U-PM66nc32,Japan - Honshu,Shimane,JA/SN-U-PM66nc32,226.2,742.1,133.1140000,36.09277778,133.1140000,36.09277778,36.09277778,,,,,,,Saddle-U-PM66nc32,18.3,207.9,133.0768889,36.08366667,http://maps.gsi.go.jp/#15/36.09277778/133.114
JA/SN-130,Japan - Honshu,Shimane,JA/SN-130,325,1066,133.0147,36.0208,133.0147,36.0208,1,0,01/07/2015,31/12/2099,0,,,Saddle-JA/SN-130(JA/SN-130), 0.0,323.0,133.0610000,35.99388889,http://maps.gsi.go.jp/#15/36.0208/133.0147
JA/SN-U-PM66od03,Japan - Honshu,Shimane,JA/SN-U-PM66od03,151.4,496.7,133.1748889,36.13788889,133.1748889,36.13788889,36.13788889,,,,,,,Saddle-U-PM66od03, 0.0,151.4,133.1714444,36.13277778,http://maps.gsi.go.jp/#15/36.13788889/133.1748889
JA/SN-106,Japan - Honshu,Shimane,Takuhiyama,452,1483,133.0319,36.0747,133.0319,36.0747,1,0,01/07/2015,31/12/2099,0,,,Saddle-Takuhiyama(JA/SN-106), 0.0,450.9,132.9984444,36.03800000,http://maps.gsi.go.jp/#15/36.0747/133.0319
JA/SN-U-PM66lb83,Japan - Honshu,Shimane,JA/SN-U-PM66lb83,288.4,946.2,132.9838889,36.05566667,132.9838889,36.05566667,36.05566667,,,,,,,Saddle-U-PM66lb83, 3.6,284.8,133.0073333,36.10688889,http://maps.gsi.go.jp/#15/36.05566667/132.9838889
JA/SN-U-PM66lc65,Japan - Honshu,Shimane,JA/SN-U-PM66lc65,256.2,840.5,132.9725556,36.10666667,132.9725556,36.10666667,36.10666667,,,,,,,Saddle-U-PM66lc65,71.1,185.1,132.9803333,36.09600000,http://maps.gsi.go.jp/#15/36.10666667/132.9725556
JA/SN-112,Japan - Honshu,Shimane,JA/SN-112,435,1427,133.0264,36.1307,133.0264,36.1307,1,0,01/07/2015,31/12/2099,0,,,Saddle-JA/SN-112(JA/SN-112),58.1,374.1,133.0297778,36.10655556,http://maps.gsi.go.jp/#15/36.1307/133.0264
JA/SN-U-PM66md80,Japan - Honshu,Shimane,JA/SN-U-PM66md80,274.8,901.6,133.0721111,36.12900000,133.0721111,36.12900000,36.12900000,,,,,,,Saddle-U-PM66md80,120.6,154.2,133.0407778,36.11744444,http://maps.gsi.go.jp/#15/36.129/133.0721111
JA/SN-U-PM65nn95,Japan - Honshu,Shimane,JA/SN-U-PM65nn95,171.4,562.3,133.1631111,35.56600000,133.1631111,35.56600000,35.56600000,,,,,,,Saddle-U-PM65nn95, 3.1,168.3,133.1618889,35.56211111,http://maps.gsi.go.jp/#15/35.566/133.1631111
JA/SN-084,Japan - Honshu,Shimane,JA/SN-084,536,1759,133.1031,35.5415,133.1031,35.5415,2,0,01/07/2015,31/12/2099,0,,,Saddle-JA/SN-084(JA/SN-084), 5.3,530.2,133.0107778,35.48833333,http://maps.gsi.go.jp/#15/35.5415/133.1031
JA/SN-128,Japan - Honshu,Shimane,Dakesan,331,1086,133.1076,35.4866,133.1076,35.4866,1,0,01/07/2015,31/12/2099,0,,,Saddle-Dakesan(JA/SN-128),34.4,296.5,133.1068889,35.50955556,http://maps.gsi.go.jp/#15/35.4866/133.1076
JA/SN-129,Japan - Honshu,Shimane,JA/SN-129,328,1076,133.2398,35.5601,133.2398,35.5601,1,0,01/07/2015,31/12/2099,0,,,Saddle-JA/SN-129(JA/SN-129),37.1,293.0,133.1640000,35.54333333,http://maps.gsi.go.jp/#15/35.5601/133.2398
JA/SN-U-PM65pn25,Japan - Honshu,Shimane,JA/SN-U-PM65pn25,261.6,858.3,133.2717778,35.56622222,133.2717778,35.56622222,35.56622222,,,,,,,Saddle-U-PM65pn25,57.3,204.3,133.2568889,35.55688889,http://maps.gsi.go.jp/#15/35.56622222/133.2717778
JA/SN-U-PM65mm83,Japan - Honshu,Shimane,JA/SN-U-PM65mm83,295.8,970.5,133.0683333,35.51511111,133.0683333,35.51511111,35.51511111,,,,,,,Saddle-U-PM65mm83,141.9,153.9,133.0685556,35.51955556,http://maps.gsi.go.jp/#15/35.51511111/133.0683333
JA/SN-085,Japan - Honshu,Shimane,Hanatakasen,536,1759,132.7526,35.4126,132.7526,35.4126,2,0,01/07/2015,31/12/2099,0,,,Saddle-Hanatakasen(JA/SN-085), 9.5,525.5,132.7848889,35.40033333,http://maps.gsi.go.jp/#15/35.4126/132.7526
JA/SN-116,Japan - Honshu,Shimane,JA/SN-116,415,1362,132.7874,35.4719,132.7874,35.4719,1,0,01/07/2015,31/12/2099,0,,,Saddle-JA/SN-116(JA/SN-116),37.4,383.4,132.7648889,35.44311111,http://maps.gsi.go.jp/#15/35.4719/132.7874
JA/SN-126,Japan - Honshu,Shimane,Asahiyama,344,1129,132.9764,35.5079,132.9764,35.5079,1,0,01/07/2015,31/12/2099,0,,,Saddle-Asahiyama(JA/SN-126),96.9,245.7,132.9420000,35.51133333,http://maps.gsi.go.jp/#15/35.5079/132.9764
JA/SN-U-PM65kl26,Japan - Honshu,Shimane,JA/SN-U-PM65kl26,356.1,1168.3,132.8564444,35.48455556,132.8564444,35.48455556,35.48455556,,,,,,,Saddle-U-PM65kl26,138.6,217.5,132.8254444,35.48344444,http://maps.gsi.go.jp/#15/35.48455556/132.8564444
